"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"723","4817 Sheboygan Ave",2017-08-16,750,2670,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2017,43.07287,-89.460495,c(-89.460495, 43.07287)
"724","4817 Sheboygan Ave",2018-08-22,796,2900,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2018,43.07287,-89.460495,c(-89.460495, 43.07287)
"725","4817 Sheboygan Ave",2013-08-13,865,3170,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2013,43.07287,-89.460495,c(-89.460495, 43.07287)
"726","4817 Sheboygan Ave",2014-08-27,922,3320,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2014,43.07287,-89.460495,c(-89.460495, 43.07287)
"727","4817 Sheboygan Ave",2015-09-01,1000,3380,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2015,43.07287,-89.460495,c(-89.460495, 43.07287)
"728","4402 E Washington Ave",2017-01-03,2280,7260,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2017,43.12664,-89.31022,c(-89.31022, 43.12664)
"729","4820 Hayes Rd",2010-02-08,467,1780,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2010,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"730","508 Plaza Dr",2017-08-08,729,3010,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2017,43.054943,-89.52556,c(-89.52556, 43.054943)
"731","610 Langdon St",2011-01-05,53,458,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,"y",2011,43.07578,-89.39568,c(-89.39568, 43.07578)
"732","610 Langdon St",2012-02-29,93.5,611,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2012,43.07578,-89.39568,c(-89.39568, 43.07578)
"733","610 Langdon St",2013-03-14,176,956,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,"y",2013,43.07578,-89.39568,c(-89.39568, 43.07578)
"734","610 Langdon St",2004-06-01,317.3,1455,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2004,43.07578,-89.39568,c(-89.39568, 43.07578)
"735","610 Langdon St",2018-01-25,666,2140,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2018,43.07578,-89.39568,c(-89.39568, 43.07578)
"736","610 Langdon St",2007-06-08,854.2,2947,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2007,43.07578,-89.39568,c(-89.39568, 43.07578)
"737","610 Langdon St",2015-01-15,1940,6530,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2015,43.07578,-89.39568,c(-89.39568, 43.07578)
"738","610 Langdon St",2016-03-03,3030,9930,NA,"Mendota","610 Langdon St Madison, WI","indoor",NA,NA,2016,43.07578,-89.39568,c(-89.39568, 43.07578)
"739","639 Pleasant View Rd",2012-06-20,1310,4940,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2012,43.07363,-89.536106,c(-89.536106, 43.07363)
"740","4801 Annamark Dr",2008-06-23,166.3,979,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2008,43.131306,-89.299614,c(-89.299614, 43.131306)
"741","4829 Sheboygan Ave",2011-07-12,827,3210,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2011,43.072884,-89.46072,c(-89.46072, 43.072884)
"742","4829 Sheboygan Ave",2012-07-05,837,3120,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.072884,-89.46072,c(-89.46072, 43.072884)
"743","4829 Sheboygan Ave",2009-07-09,846,3160,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2009,43.072884,-89.46072,c(-89.46072, 43.072884)
"744","4829 Sheboygan Ave",2016-08-26,949,3310,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2016,43.072884,-89.46072,c(-89.46072, 43.072884)
"745","4829 Sheboygan Ave",2015-09-01,971,3660,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2015,43.072884,-89.46072,c(-89.46072, 43.072884)
"746","4829 Sheboygan Ave",2007-08-08,1024,3810,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.072884,-89.46072,c(-89.46072, 43.072884)
"747","4829 Sheboygan Ave",2013-08-13,1040,4000,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2013,43.072884,-89.46072,c(-89.46072, 43.072884)
"748","4829 Sheboygan Ave",2010-07-09,1050,3770,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2010,43.072884,-89.46072,c(-89.46072, 43.072884)
"749","4829 Sheboygan Ave",2014-08-27,1170,4290,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2014,43.072884,-89.46072,c(-89.46072, 43.072884)
"750","4829 Sheboygan Ave",2017-08-16,1180,4070,257408.001312,"University Bay Creek","4829 Sheboygan Ave Madison, WI","outdoor",NA,NA,2017,43.072884,-89.46072,c(-89.46072, 43.072884)
"751","4801 Annamark Dr",2006-11-29,264.5,1657,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2006,43.131306,-89.299614,c(-89.299614, 43.131306)
"752","4801 Annamark Dr",2005-02-14,319.3,1584,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2005,43.131306,-89.299614,c(-89.299614, 43.131306)
"753","4801 Annamark Dr",2017-01-03,398,2680,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2017,43.131306,-89.299614,c(-89.299614, 43.131306)
"754","4801 Annamark Dr",2007-05-31,409.1,1917,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2007,43.131306,-89.299614,c(-89.299614, 43.131306)
"755","4801 Annamark Dr",2016-02-23,512,3260,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2016,43.131306,-89.299614,c(-89.299614, 43.131306)
"756","4801 Annamark Dr",2019-01-17,603,6060,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2019,43.131306,-89.299614,c(-89.299614, 43.131306)
"757","4801 Annamark Dr",2015-01-13,748,3800,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2015,43.131306,-89.299614,c(-89.299614, 43.131306)
"758","4801 Annamark Dr",2011-01-06,896,4750,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2011,43.131306,-89.299614,c(-89.299614, 43.131306)
"759","4801 Annamark Dr",2014-01-21,1110,5200,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2014,43.131306,-89.299614,c(-89.299614, 43.131306)
"760","4801 Annamark Dr",2012-02-06,1750,7700,NA,"Starkweather Creek","4801 Annamark Dr Madison, WI","indoor",NA,NA,2012,43.131306,-89.299614,c(-89.299614, 43.131306)
"761","4849 Sheboygan Ave",2007-08-28,263.1,1079,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.07291,-89.46108,c(-89.46108, 43.07291)
"762","4849 Sheboygan Ave",2018-08-22,498,1730,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2018,43.07291,-89.46108,c(-89.46108, 43.07291)
"763","4849 Sheboygan Ave",2012-07-05,523,1940,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.07291,-89.46108,c(-89.46108, 43.07291)
"764","4849 Sheboygan Ave",2009-07-09,559,2070,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2009,43.07291,-89.46108,c(-89.46108, 43.07291)
"765","4849 Sheboygan Ave",2010-07-09,566,1910,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2010,43.07291,-89.46108,c(-89.46108, 43.07291)
"766","4849 Sheboygan Ave",2017-08-16,631,2260,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2017,43.07291,-89.46108,c(-89.46108, 43.07291)
"767","4849 Sheboygan Ave",2008-07-24,657.1,2280,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.07291,-89.46108,c(-89.46108, 43.07291)
"768","4849 Sheboygan Ave",2013-08-13,666,2400,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2013,43.07291,-89.46108,c(-89.46108, 43.07291)
"769","4849 Sheboygan Ave",2011-07-12,730,2560,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2011,43.07291,-89.46108,c(-89.46108, 43.07291)
"770","4849 Sheboygan Ave",2014-08-27,787,2870,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2014,43.07291,-89.46108,c(-89.46108, 43.07291)
"771","4849 Sheboygan Ave",2015-09-01,789,2680,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2015,43.07291,-89.46108,c(-89.46108, 43.07291)
"772","4849 Sheboygan Ave",2016-08-26,801,2630,378541.1784,"University Bay Creek","4849 Sheboygan Ave Madison, WI","outdoor",NA,NA,2016,43.07291,-89.46108,c(-89.46108, 43.07291)
"773","4820 Hayes Rd",2016-02-23,483,3100,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2016,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"774","4820 Hayes Rd",2017-01-03,558,3190,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2017,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"775","4820 Hayes Rd",2018-01-18,652,3440,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2018,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"776","4820 Hayes Rd",2019-01-17,684,NA,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2019,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"777","4820 Hayes Rd",2005-02-14,1208,4120,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2005,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"778","4820 Hayes Rd",2005-08-15,1320,4310,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2005,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"779","4862 Hayes Rd",2014-02-04,155.102,920,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,"y",2014,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"780","4862 Hayes Rd",2010-02-08,162.417,945,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,"y",2010,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"781","4862 Hayes Rd",2011-01-12,190.214,1040,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,"y",2011,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"782","4862 Hayes Rd",2007-05-31,110,878,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2007,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"783","639 Pleasant View Rd",2017-08-02,1610,5720,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2017,43.07363,-89.536106,c(-89.536106, 43.07363)
"784","5002 Sheboygan Ave",2004-07-06,45.7,669,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,NA,2004,43.07289,-89.46446,c(-89.46446, 43.07289)
"785","5002 Sheboygan Ave",2019-07-18,60.1,970,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,NA,2019,43.07289,-89.46446,c(-89.46446, 43.07289)
"786","5002 Sheboygan Ave",2012-07-05,86,949,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.07289,-89.46446,c(-89.46446, 43.07289)
"787","5002 Sheboygan Ave",2008-07-24,90.1,831,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.07289,-89.46446,c(-89.46446, 43.07289)
"788","5002 Sheboygan Ave",2007-07-26,104.6,1011,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.07289,-89.46446,c(-89.46446, 43.07289)
"789","639 Pleasant View Rd",2009-07-21,1890,6890,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2009,43.07363,-89.536106,c(-89.536106, 43.07363)
"790","5015 Sheboygan Ave",2012-07-12,141,860,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.072773,-89.46529,c(-89.46529, 43.072773)
"791","5015 Sheboygan Ave",2003-08-13,145.7,812,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,NA,2003,43.072773,-89.46529,c(-89.46529, 43.072773)
"792","5015 Sheboygan Ave",2008-07-24,198.3,902,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.072773,-89.46529,c(-89.46529, 43.072773)
"793","5015 Sheboygan Ave",2007-07-26,205,1007,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.072773,-89.46529,c(-89.46529, 43.072773)
"794","5020 Pendleton Dr",2015-08-11,673,2510,NA,"Starkweather Creek","5020 Pendleton Dr Madison, WI","outdoor",NA,NA,2015,43.154203,-89.284118,c(-89.284118, 43.154203)
"795","5020 Pendleton Dr",2019-07-09,675,2620,NA,"Starkweather Creek","5020 Pendleton Dr Madison, WI","outdoor",NA,NA,2019,43.154203,-89.284118,c(-89.284118, 43.154203)
"796","639 Pleasant View Rd",2016-08-10,2020,7310,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2016,43.07363,-89.536106,c(-89.536106, 43.07363)
"797","639 Pleasant View Rd",2011-07-05,2100,7010,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2011,43.07363,-89.536106,c(-89.536106, 43.07363)
"798","639 Pleasant View Rd",2015-08-27,2120,8060,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2015,43.07363,-89.536106,c(-89.536106, 43.07363)
"799","639 Pleasant View Rd",2010-06-24,2390,8060,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2010,43.07363,-89.536106,c(-89.536106, 43.07363)
"800","639 Pleasant View Rd",2013-09-04,2400,8590,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2013,43.07363,-89.536106,c(-89.536106, 43.07363)
"801","639 Pleasant View Rd",2014-08-07,2820,9750,132489.41244,"Mendota","639 Pleasant View Rd Madison, WI","outdoor","y",NA,2014,43.07363,-89.536106,c(-89.536106, 43.07363)
"802","732 Bear Claw Way",2018-08-28,55.3254,579,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2018,43.076523,-89.5497,c(-89.5497, 43.076523)
"803","732 Bear Claw Way",2010-06-28,104.7748,748,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2010,43.076523,-89.5497,c(-89.5497, 43.076523)
"804","4862 Hayes Rd",2008-06-23,164.9,1033,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2008,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"805","4862 Hayes Rd",2006-11-09,227.3,1424,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2006,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"806","732 Bear Claw Way",2009-07-01,124.379,815,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2009,43.076523,-89.5497,c(-89.5497, 43.076523)
"807","732 Bear Claw Way",2013-07-31,165.343,955,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2013,43.076523,-89.5497,c(-89.5497, 43.076523)
"808","732 Bear Claw Way",2016-08-10,201.918,1080,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2016,43.076523,-89.5497,c(-89.5497, 43.076523)
"809","732 Bear Claw Way",2011-07-05,225.326,1160,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2011,43.076523,-89.5497,c(-89.5497, 43.076523)
"810","732 Bear Claw Way",2017-08-02,257.512,1270,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,"y",2017,43.076523,-89.5497,c(-89.5497, 43.076523)
"811","732 Bear Claw Way",2012-06-20,160,847,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2012,43.076523,-89.5497,c(-89.5497, 43.076523)
"812","732 Bear Claw Way",2008-07-08,255.9,1134,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2008,43.076523,-89.5497,c(-89.5497, 43.076523)
"813","732 Bear Claw Way",2007-07-06,264,1244,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2007,43.076523,-89.5497,c(-89.5497, 43.076523)
"814","732 Bear Claw Way",2019-08-05,274,2040,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2019,43.076523,-89.5497,c(-89.5497, 43.076523)
"815","732 Bear Claw Way",2015-08-27,476,1790,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2015,43.076523,-89.5497,c(-89.5497, 43.076523)
"816","732 Bear Claw Way",2014-08-07,503,1920,NA,"Mendota","732 Bear Claw Way Madison, WI","outdoor",NA,NA,2014,43.076523,-89.5497,c(-89.5497, 43.076523)
"817","4862 Hayes Rd",2015-01-13,2160,7140,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2015,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"818","4862 Hayes Rd",2016-02-23,2430,8570,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2016,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"819","4862 Hayes Rd",2018-01-18,2430,7280,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,2018,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"820","4862 Hayes Rd",NA,3730,11700,NA,"Starkweather Creek","4862 Hayes Rd Madison, WI","indoor",NA,NA,NA,43.1361673450756,-89.3004777904885,c(-89.3004777904885, 43.1361673450756)
"821","5045 Eastpark Blvd",2015-01-12,459.406,1960,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,"y",2015,43.14566,-89.29699,c(-89.29699, 43.14566)
"822","525 W Johnson St",2012-02-23,302,1430,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2012,43.080227,-89.38219,c(-89.38219, 43.080227)
"823","525 W Johnson St",2013-01-16,303,1450,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2013,43.080227,-89.38219,c(-89.38219, 43.080227)
"824","5045 Eastpark Blvd",2010-02-10,497,3750,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2010,43.14566,-89.29699,c(-89.29699, 43.14566)
"825","5045 Eastpark Blvd",2018-01-18,520,2860,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2018,43.14566,-89.29699,c(-89.29699, 43.14566)
"826","5045 Eastpark Blvd",2016-02-23,595,3470,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2016,43.14566,-89.29699,c(-89.29699, 43.14566)
"827","5110 Autumn Leaf Ln",2011-06-22,413,1570,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2011,43.122013,-89.29212,c(-89.29212, 43.122013)
"828","5110 Autumn Leaf Ln",2017-07-13,415,1590,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2017,43.122013,-89.29212,c(-89.29212, 43.122013)
"829","5110 Autumn Leaf Ln",2014-07-09,435,1640,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2014,43.122013,-89.29212,c(-89.29212, 43.122013)
"830","5110 Autumn Leaf Ln",2010-07-12,459,1610,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2010,43.122013,-89.29212,c(-89.29212, 43.122013)
"831","5110 Autumn Leaf Ln",2007-08-08,502.9,1965,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2007,43.122013,-89.29212,c(-89.29212, 43.122013)
"832","5110 Autumn Leaf Ln",2019-07-09,522,1880,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2019,43.122013,-89.29212,c(-89.29212, 43.122013)
"833","5110 Autumn Leaf Ln",2012-06-06,546,2140,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2012,43.122013,-89.29212,c(-89.29212, 43.122013)
"834","5110 Autumn Leaf Ln",2016-08-02,722,2510,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2016,43.122013,-89.29212,c(-89.29212, 43.122013)
"835","5110 Autumn Leaf Ln",2015-08-11,745,2760,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2015,43.122013,-89.29212,c(-89.29212, 43.122013)
"836","5110 Autumn Leaf Ln",2013-07-23,1690,5770,105991.529952,"Starkweather Creek","5110 Autumn Leaf Ln Madison, WI","outdoor",NA,NA,2013,43.122013,-89.29212,c(-89.29212, 43.122013)
"837","5045 Eastpark Blvd",2017-01-03,744,3570,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2017,43.14566,-89.29699,c(-89.29699, 43.14566)
"838","5045 Eastpark Blvd",2019-01-23,943,NA,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2019,43.14566,-89.29699,c(-89.29699, 43.14566)
"839","5045 Eastpark Blvd",2012-02-06,1010,4570,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2012,43.14566,-89.29699,c(-89.29699, 43.14566)
"840","5045 Eastpark Blvd",2013-02-11,1080,5960,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2013,43.14566,-89.29699,c(-89.29699, 43.14566)
"841","5045 Eastpark Blvd",2014-01-21,1080,5730,NA,"Starkweather Creek","5045 Eastpark Blvd Madison, WI","indoor",NA,NA,2014,43.14566,-89.29699,c(-89.29699, 43.14566)
