STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-08,676,233,11,10,0,0,0,0,0,31,0,51,0,0,2.74,89,8,3,7.87,0,72.4,81.5,63.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-09,748,73,13,8,0,0,0,0,0,26,0,48,0,0,2.58,88,53,45,8.46,0,65.9,74.8,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-10,757,9,10,5,0,0,0,0,0,10,0,33,0,0,2.34,79,408,355,4.96,0,53.9,63.3,44.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-11,757,0,6,4,0,0,0,9,1,2,0,18,0,0,0.79,73,1043,634,1.87,0,43.8,53.1,34.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-12,757,0,9,8,27,6,3,29,16,0,0,-8,9,5.7,0.46,44,2356,1313,2.04,22.8,22.6,28.1,17.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-01,0,0,14,7,26,3,4,26,14,0,0,-5,5,5.2,0.63,45,3634,1278,2.76,11.1,23.8,29.5,18
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-02,0,0,9,5,14,1,0,23,6,0,0,6,4,1.4,0.5,68,4546,912,1.94,1.9,32.4,41.8,23.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03,0,0,13,10,9,3,0,22,8,0,0,5,3,3.7,0.72,63,5499,953,2.83,8.3,34.3,42.5,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04,0,0,18,10,0,0,0,3,0,8,0,27,0,0,0.87,76,5949,451,5.31,0,50,60.4,39.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05,15,15,19,7,0,0,0,1,0,12,0,32,0,0,0.56,85,6240,290,2.83,0,56.1,66.5,45.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06,167,152,15,11,0,0,0,0,0,27,2,44,0,0,1.57,91,6273,33,6.74,0,69,79.5,58.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07,360,193,11,8,0,0,0,0,0,31,0,52,0,0,1.66,88,0,0,6.52,0,71.2,81.4,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08,442,81,8,6,0,0,0,0,0,31,0,44,0,0,1.68,85,27,27,3.85,0,66.8,76.8,56.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09,550,108,6,1,0,0,0,0,0,21,4,40,0,0,0.39,92,144,116,0.55,0,64.7,76.9,52.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10,559,9,15,12,0,0,0,2,0,11,0,27,0,0,0.42,80,499,355,3.56,0,53.8,62.2,45.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11,559,0,6,4,0,0,0,24,2,0,0,9,0,0.3,0.26,64,1378,879,0.68,0.3,35.7,44.5,26.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12,559,0,8,1,11,1,6,30,18,0,0,-9,2,1.2,0.47,61,2704,1325,0.73,3.7,22.2,29.2,15.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-01,0,0,10,4,17,3,8,31,19,0,0,-13,5,4.5,1.12,51,4090,1387,1.68,10.2,20.3,28.6,11.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-02,0,0,14,7,16,6,8,25,14,0,0,-9,7,3.8,0.63,57,5305,1215,2.5,13.4,21.6,30.3,12.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-03,0,0,5,4,4,1,0,30,2,0,0,14,2,2.9,0.23,56,6302,997,0.74,3.4,32.8,43.1,22.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-04,0,0,10,5,7,3,0,21,2,2,0,14,7,7.2,0.77,81,7123,820,2.15,13.5,37.7,48.1,27.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-05,98,98,17,13,0,0,0,0,0,23,4,35,0,0,1.51,95,7234,112,9.78,0,64.5,75.4,53.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-06,241,143,13,9,0,0,0,0,0,25,3,49,0,0,1.8,93,7252,18,5.67,0,69.2,78.4,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-07,469,227,6,6,0,0,0,0,0,31,2,50,0,0,1.09,92,0,0,3.12,0,72.3,83,61.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-08,672,204,15,10,0,0,0,0,0,30,0,53,0,0,3.78,88,4,3,10.41,0,71.5,80.9,62.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-09,760,88,12,11,0,0,0,0,0,21,0,33,0,0,1.52,89,131,127,5.46,0,63.7,73.8,53.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-10,772,12,13,8,0,0,0,10,0,4,0,22,0,0,2.05,84,677,546,5.36,0,47.8,56.2,39.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-11,772,0,11,4,4,2,0,25,14,0,0,13,1,1.1,0.62,51,1698,1021,1.69,3.4,31,36.5,25.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2018-12,772,0,10,4,2,1,0,29,11,0,0,13,1,3.9,0.73,50,2802,1104,2.09,5.9,29.4,36.1,22.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-01,0,0,10,5,20,5,9,30,23,0,0,-26,9,5.1,1.1,50,4318,1517,2.56,19.7,16.1,23.8,8.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-02,0,0,16,8,28,4,5,27,20,0,0,-6,9,8.3,0.84,45,5607,1289,2.95,22.6,19,27.1,10.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-03,0,0,8,2,13,2,2,25,7,0,0,-10,5,1.2,0.44,60,6661,1054,0.93,2.8,31,40.5,21.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-04,0,0,13,10,1,2,0,10,0,4,0,22,1,1.7,1,80,7203,542,3.22,2.9,46.9,57.1,36.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-05,19,19,15,12,0,0,0,0,0,13,0,33,0,0,1.29,82,7506,303,6.17,0,55.8,65.9,45.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-06,113,94,15,10,0,0,0,0,0,25,1,45,0,0,1.12,90,7550,44,5.16,0,66.6,77.1,56.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-07,429,316,11,8,0,0,0,0,0,31,5,53,0,0,1.91,93,0,0,5.77,0,75.2,85.1,65.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-08,551,122,10,7,0,0,0,0,0,30,0,48,0,0,1.2,87,14,14,2.85,0,68.5,78.8,58.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-09,633,82,15,9,0,0,0,0,0,25,0,48,0,0,1.89,85,62,47,6.81,0,66.1,74.9,57.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-10,637,3,18,11,3,4,0,7,1,3,0,20,3,4,2.4,76,609,547,5.87,8.1,47.5,55.7,39.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-11,637,0,14,7,13,2,0,27,7,0,0,4,5,4.1,0.71,52,1626,1017,2.63,7.6,31.1,37.5,24.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2019-12,637,0,7,3,1,1,0,29,8,0,0,1,2,1.5,0.59,55,2706,1080,1.52,2.9,30.1,38,22.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2020-01,0,0,13,6,23,7,0,30,17,0,0,0,9,4.7,0.47,49,3909,1203,1.74,18.8,26.2,32.6,19.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2020-02,0,0,4,2,29,3,3,29,12,0,0,-11,13,6,0.46,51,5121,1213,0.94,13.3,23.2,32.1,14.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2020-03,0,0,12,7,8,1,0,19,0,0,0,19,7,2.1,1.29,62,5944,822,3.47,2.8,38.5,45.8,31.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2020-04,0,0,12,5,0,0,0,12,0,1,0,21,0,0.2,0.48,75,6547,603,2.05,0.2,44.9,55.4,34.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2020-05,38,38,9,6,0,0,0,5,0,12,0,25,0,0,2.04,86,6846,299,5.42,0,56.3,66.4,46.2
