Site,Date,chloride,Cond,Volume,Receiving,address,location,NaCl,estimated_cl,year,latitude,longitude
1602 W Beltline Hwy,2011-01-05T00:00:00Z,588,3140,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2011,43.03578,-89.409167
1602 W Beltline Hwy,2010-08-19T00:00:00Z,653,2970,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2010,43.03578,-89.409167
1602 W Beltline Hwy,2014-02-05T00:00:00Z,662,3470,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2014,43.03578,-89.409167
1602 W Beltline Hwy,2006-11-28T00:00:00Z,761,2790,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2006,43.03578,-89.409167
1602 W Beltline Hwy,2007-05-31T00:00:00Z,762.6,2721,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2007,43.03578,-89.409167
1602 W Beltline Hwy,2010-07-06T00:00:00Z,772,3170,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2010,43.03578,-89.409167
4765 Hayes Rd,2019-08-15T00:00:00Z,137.8386,861,NA,Starkweather Creek,"4765 Hayes Rd Madison, WI",outdoor,NA,y,2019,43.139454,-89.29951
1726 Eagen Rd,2006-11-29T00:00:00Z,142.4,1016,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2006,43.12484,-89.30882
1726 Eagen Rd,2018-01-24T00:00:00Z,327,1950,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2018,43.12484,-89.30882
1726 Eagen Rd,2013-01-28T00:00:00Z,335,2110,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2013,43.12484,-89.30882
1726 Eagen Rd,2014-02-04T00:00:00Z,363,2300,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2014,43.12484,-89.30882
1726 Eagen Rd,2012-03-01T00:00:00Z,369,2230,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2012,43.12484,-89.30882
1726 Eagen Rd,2011-01-12T00:00:00Z,386,2180,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2011,43.12484,-89.30882
1726 Eagen Rd,2010-02-10T00:00:00Z,408,2210,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2010,43.12484,-89.30882
1726 Eagen Rd,2007-05-31T00:00:00Z,790.7,2876,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2007,43.12484,-89.30882
1726 Eagen Rd,2008-06-23T00:00:00Z,825,2919,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2008,43.12484,-89.30882
1726 Eagen Rd,2016-02-24T00:00:00Z,921,2400,NA,Starkweather Creek,"1726 Eagen Rd Madison, WI",indoor,NA,NA,2016,43.12484,-89.30882
1754 Thierer Rd,2004-07-27T00:00:00Z,41.58,1469,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2004,43.12301,-89.31347
4715 Sheboygan Ave,2008-07-22T00:00:00Z,351.6,1375,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.07289,-89.45826
4715 Sheboygan Ave,2007-07-26T00:00:00Z,373.4,1458,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.07289,-89.45826
4715 Sheboygan Ave,2012-07-05T00:00:00Z,387,1520,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.07289,-89.45826
4715 Sheboygan Ave,2015-09-01T00:00:00Z,420,1580,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2015,43.07289,-89.45826
4715 Sheboygan Ave,2011-07-12T00:00:00Z,442,1580,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2011,43.07289,-89.45826
479 Commerce Dr,2011-01-04T00:00:00Z,814,5080,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2011,43.0597,-89.52425
479 Commerce Dr,2018-02-01T00:00:00Z,993,4590,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2018,43.0597,-89.52425
479 Commerce Dr,2010-02-11T00:00:00Z,1430,5440,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2010,43.0597,-89.52425
479 Commerce Dr,2017-01-05T00:00:00Z,1690,6330,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2017,43.0597,-89.52425
479 Commerce Dr,2019-02-05T00:00:00Z,1710,6510,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2019,43.0597,-89.52425
1754 Thierer Rd,2012-02-15T00:00:00Z,221,1280,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2012,43.12301,-89.31347
1754 Thierer Rd,2015-01-12T00:00:00Z,289,2160,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2015,43.12301,-89.31347
1754 Thierer Rd,2008-06-23T00:00:00Z,371.6,1596,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2008,43.12301,-89.31347
1754 Thierer Rd,2016-02-23T00:00:00Z,373,3330,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2016,43.12301,-89.31347
1754 Thierer Rd,2006-11-09T00:00:00Z,377.7,1768,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2006,43.12301,-89.31347
1754 Thierer Rd,2017-01-03T00:00:00Z,445,3010,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2017,43.12301,-89.31347
1754 Thierer Rd,2010-02-08T00:00:00Z,453,1790,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2010,43.12301,-89.31347
1754 Thierer Rd,2007-05-31T00:00:00Z,464.1,2064,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2007,43.12301,-89.31347
1754 Thierer Rd,2005-02-14T00:00:00Z,584.1,2480,NA,Starkweather Creek,"1754 Thierer Rd Madison, WI",indoor,NA,NA,2005,43.12301,-89.31347
479 Commerce Dr,2013-01-11T00:00:00Z,1790,7130,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2013,43.0597,-89.52425
479 Commerce Dr,2015-01-14T00:00:00Z,1930,7690,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2015,43.0597,-89.52425
479 Commerce Dr,2014-02-05T00:00:00Z,2000,7700,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2014,43.0597,-89.52425
2130 University Ave,2007-06-04T00:00:00Z,333.7,1374,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2007,43.072582,-89.422806
2130 University Ave,2011-01-05T00:00:00Z,433,1740,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2011,43.072582,-89.422806
2130 University Ave,2018-01-25T00:00:00Z,846,2980,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2018,43.072582,-89.422806
2130 University Ave,2014-02-06T00:00:00Z,859,3250,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2014,43.072582,-89.422806
2130 University Ave,2016-03-02T00:00:00Z,1030,3700,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2016,43.072582,-89.422806
2130 University Ave,2004-07-06T00:00:00Z,1039,3420,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2004,43.072582,-89.422806
2130 University Ave,2015-01-15T00:00:00Z,1050,3630,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2015,43.072582,-89.422806
2130 University Ave,2019-02-19T00:00:00Z,1310,4900,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2019,43.072582,-89.422806
2130 University Ave,2017-01-05T00:00:00Z,1500,5170,NA,University Bay Creek,"2130 University Ave Madison, WI",indoor,NA,NA,2017,43.072582,-89.422806
2502 Independence Ln,2007-07-23T00:00:00Z,211,1202,NA,Starkweather Creek,"2502 Independence Ln Madison, WI",outdoor,NA,NA,2007,43.131386,-89.30802
2502 Independence Ln,2016-08-04T00:00:00Z,853,3050,NA,Starkweather Creek,"2502 Independence Ln Madison, WI",outdoor,NA,NA,2016,43.131386,-89.30802
2502 Independence Ln,2015-08-11T00:00:00Z,976,3630,NA,Starkweather Creek,"2502 Independence Ln Madison, WI",outdoor,NA,NA,2015,43.131386,-89.30802
251 S Yellowstone Dr,2004-06-02T00:00:00Z,33.09,570,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2004,43.062965,-89.493484
251 S Yellowstone Dr,2007-06-26T00:00:00Z,114.1,838,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2007,43.062965,-89.493484
251 S Yellowstone Dr,2005-08-15T00:00:00Z,150.4,916,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2005,43.062965,-89.493484
251 S Yellowstone Dr,2008-07-28T00:00:00Z,247,1074,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2008,43.062965,-89.493484
251 S Yellowstone Dr,2009-07-23T00:00:00Z,287,1270,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2009,43.062965,-89.493484
251 S Yellowstone Dr,2012-07-20T00:00:00Z,351,1470,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2012,43.062965,-89.493484
251 S Yellowstone Dr,2016-08-15T00:00:00Z,1670,5320,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2016,43.062965,-89.493484
251 S Yellowstone Dr,2017-08-16T00:00:00Z,1970,6280,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,NA,2017,43.062965,-89.493484
479 Commerce Dr,2016-03-01T00:00:00Z,2020,7490,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2016,43.0597,-89.52425
479 Commerce Dr,2012-02-22T00:00:00Z,2230,9610,NA,Mendota,"479 Commerce Dr Madison, WI",indoor,NA,NA,2012,43.0597,-89.52425
483 Commerce Dr,2017-01-05T00:00:00Z,1130,6900,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2017,43.059673,-89.524155
483 Commerce Dr,2010-02-11T00:00:00Z,1510,6970,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2010,43.059673,-89.524155
483 Commerce Dr,2014-02-05T00:00:00Z,1530,6990,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2014,43.059673,-89.524155
483 Commerce Dr,2019-03-07T00:00:00Z,1660,6350,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2019,43.059673,-89.524155
483 Commerce Dr,2015-01-14T00:00:00Z,1890,7190,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2015,43.059673,-89.524155
483 Commerce Dr,2018-02-01T00:00:00Z,1930,7470,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2018,43.059673,-89.524155
483 Commerce Dr,2018-02-01T00:00:00Z,1930,7470,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2018,43.059673,-89.524155
2601 Old Camden Sq,2012-06-12T00:00:00Z,219,1030,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2012,NA,NA
2601 Old Camden Sq,2011-06-22T00:00:00Z,227,1100,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2011,NA,NA
2601 Old Camden Sq,2015-08-11T00:00:00Z,358,1630,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2015,NA,NA
2601 Old Camden Sq,2004-08-25T00:00:00Z,375.1,1390,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2004,NA,NA
2601 Old Camden Sq,2007-07-24T00:00:00Z,400.4,1883,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2007,NA,NA
2601 Old Camden Sq,2016-08-02T00:00:00Z,445,1650,NA,Starkweather Creek,"2601 Old Camden Sq Madison, WI",outdoor,NA,NA,2016,NA,NA
405 Moorland Rd,2015-09-01T00:00:00Z,126.71980000000002,823,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2015,43.035637,-89.37957
405 Moorland Rd,2019-07-30T00:00:00Z,160.36880000000005,938,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2019,43.035637,-89.37957
405 Moorland Rd,2012-06-12T00:00:00Z,100,701,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,NA,2012,43.035637,-89.37957
405 Moorland Rd,2007-07-24T00:00:00Z,548.8,2593,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,NA,2007,43.035637,-89.37957
424 W Dayton St,2013-08-08T00:00:00Z,91.90040000000002,704,NA,Monona Bay,"424 W Dayton St Madison, WI",outdoor,NA,y,2013,43.072475,-89.39141
2219 Monroe St,2012-06-14T00:00:00Z,439,1670,NA,Wingra,"2219 Monroe St Madison, WI",indoor,NA,NA,2012,43.062077,-89.421455
2219 Monroe St,2007-06-08T00:00:00Z,665.4,2461,NA,Wingra,"2219 Monroe St Madison, WI",indoor,NA,NA,2007,43.062077,-89.421455
2219 Monroe St,2019-02-19T00:00:00Z,726,2550,NA,Wingra,"2219 Monroe St Madison, WI",indoor,NA,NA,2019,43.062077,-89.421455
6405 Bridge Rd,2007-07-24T00:00:00Z,122.2,699,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,NA,2007,43.049355,-89.33801
2809 Curry Pkwy,2018-08-23T00:00:00Z,418,1740,NA,Arboretum,"2809 Curry Pkwy Madison, WI",outdoor,NA,NA,2018,43.03466,-89.42613
2809 Curry Pkwy,2004-06-14T00:00:00Z,430.7,1570,NA,Arboretum,"2809 Curry Pkwy Madison, WI",outdoor,NA,NA,2004,43.03466,-89.42613
2809 Curry Pkwy,2017-08-30T00:00:00Z,1020,3530,NA,Arboretum,"2809 Curry Pkwy Madison, WI",outdoor,NA,NA,2017,43.03466,-89.42613
6405 Bridge Rd,2014-07-23T00:00:00Z,361,1790,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,NA,2014,43.049355,-89.33801
6431 Bridge Rd,2013-07-29T00:00:00Z,124.08640000000003,814,249837.177744,Yahara River,"6431 Bridge Rd Madison, WI",outdoor,NA,y,2013,43.048603,-89.33886
2302 University Ave,2007-01-19T00:00:00Z,957.1,3410,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2007,43.072296,-89.425766
2424 University Ave,2007-01-19T00:00:00Z,566.2,2199,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2007,43.07216,-89.42756
2424 University Ave,2008-07-22T00:00:00Z,635.3,2327,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2008,43.07216,-89.42756
2302 University Ave,2010-02-18T00:00:00Z,856,3050,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2010,43.072296,-89.425766
2424 University Ave,2010-02-18T00:00:00Z,887,3090,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2010,43.07216,-89.42756
302 Parkwood Ln,2012-06-12T00:00:00Z,193,1110,NA,Starkweather Creek,"302 Parkwood Ln Madison, WI",outdoor,NA,NA,2012,43.103592,-89.31075
302 Parkwood Ln,2004-07-06T00:00:00Z,199.3,961,NA,Starkweather Creek,"302 Parkwood Ln Madison, WI",outdoor,NA,NA,2004,43.103592,-89.31075
302 Parkwood Ln,2007-07-24T00:00:00Z,294.4,1310,NA,Starkweather Creek,"302 Parkwood Ln Madison, WI",outdoor,NA,NA,2007,43.103592,-89.31075
302 Parkwood Ln,2005-08-17T00:00:00Z,371.8,1535,NA,Starkweather Creek,"302 Parkwood Ln Madison, WI",outdoor,NA,NA,2005,43.103592,-89.31075
483 Commerce Dr,2011-01-04T00:00:00Z,2010,8260,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2011,43.059673,-89.524155
483 Commerce Dr,2013-01-09T00:00:00Z,2270,8380,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2013,43.059673,-89.524155
483 Commerce Dr,2012-02-22T00:00:00Z,2830,12500,NA,Mendota,"483 Commerce Dr Madison, WI",indoor,y,NA,2012,43.059673,-89.524155
2302 University Ave,2011-01-05T00:00:00Z,595,2500,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2011,43.072296,-89.425766
2302 University Ave,2013-01-16T00:00:00Z,554,2160,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2013,43.072296,-89.425766
2424 University Ave,2013-01-16T00:00:00Z,612,2390,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2013,43.07216,-89.42756
2424 University Ave,2014-02-06T00:00:00Z,237.03,1200,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,y,2014,43.07216,-89.42756
3269 Forest Run Ct,2012-06-06T00:00:00Z,211,1010,NA,Starkweather Creek,"3269 Forest Run Ct Madison, WI",outdoor,NA,NA,2012,43.137608,-89.30429
3269 Forest Run Ct,2003-08-14T00:00:00Z,215,1133,NA,Starkweather Creek,"3269 Forest Run Ct Madison, WI",outdoor,NA,NA,2003,43.137608,-89.30429
3269 Forest Run Ct,2007-07-23T00:00:00Z,297.5,1278,NA,Starkweather Creek,"3269 Forest Run Ct Madison, WI",outdoor,NA,NA,2007,43.137608,-89.30429
3269 Forest Run Ct,2017-07-13T00:00:00Z,421,1680,NA,Starkweather Creek,"3269 Forest Run Ct Madison, WI",outdoor,NA,NA,2017,43.137608,-89.30429
3269 Forest Run Ct,2016-08-04T00:00:00Z,518,2020,NA,Starkweather Creek,"3269 Forest Run Ct Madison, WI",outdoor,NA,NA,2016,43.137608,-89.30429
2302 University Ave,2014-02-06T00:00:00Z,1250,4630,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2014,43.072296,-89.425766
2302 University Ave,2015-01-15T00:00:00Z,2000,7410,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2015,43.072296,-89.425766
2424 University Ave,2015-01-15T00:00:00Z,944,3460,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2015,43.07216,-89.42756
2302 University Ave,2016-03-02T00:00:00Z,825,3310,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2016,43.072296,-89.425766
2424 University Ave,2016-03-02T00:00:00Z,646,2690,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2016,43.07216,-89.42756
2424 University Ave,2017-01-04T00:00:00Z,562,2380,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2017,43.07216,-89.42756
2302 University Ave,2017-01-05T00:00:00Z,562,2000,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2017,43.072296,-89.425766
2302 University Ave,2019-02-19T00:00:00Z,387,1830,NA,University Bay Creek,"2302 University Ave Madison, WI",indoor,NA,NA,2019,43.072296,-89.425766
2424 University Ave,2019-02-19T00:00:00Z,1050,4080,NA,University Bay Creek,"2424 University Ave Madison, WI",indoor,NA,NA,2019,43.07216,-89.42756
2502 Crossroads Dr,2012-02-06T00:00:00Z,165,1560,NA,Starkweather Creek,"2502 Crossroads Dr Madison, WI",indoor,NA,NA,2012,43.133453,-89.2907
2502 Crossroads Dr,2017-01-03T00:00:00Z,246,2330,NA,Starkweather Creek,"2502 Crossroads Dr Madison, WI",indoor,NA,NA,2017,43.133453,-89.2907
2502 Crossroads Dr,2007-07-24T00:00:00Z,280.8,1379,NA,Starkweather Creek,"2502 Crossroads Dr Madison, WI",indoor,NA,NA,2007,43.133453,-89.2907
2502 Crossroads Dr,2015-01-12T00:00:00Z,338,2560,NA,Starkweather Creek,"2502 Crossroads Dr Madison, WI",indoor,NA,NA,2015,43.133453,-89.2907
2502 Crossroads Dr,2005-02-14T00:00:00Z,465.5,1765,NA,Starkweather Creek,"2502 Crossroads Dr Madison, WI",indoor,NA,NA,2005,43.133453,-89.2907
2702 Crossroads Dr,2010-02-08T00:00:00Z,1230,5190,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2010,43.134365,-89.29027
2702 Crossroads Dr,2016-02-23T00:00:00Z,1430,5960,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2016,43.134365,-89.29027
2702 Crossroads Dr,2014-01-21T00:00:00Z,1560,5260,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2014,43.134365,-89.29027
2702 Crossroads Dr,2015-01-12T00:00:00Z,1670,5450,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2015,43.134365,-89.29027
2702 Crossroads Dr,2012-02-06T00:00:00Z,1790,6030,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2012,43.134365,-89.29027
2702 Crossroads Dr,2011-01-10T00:00:00Z,1850,6240,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2011,43.134365,-89.29027
2702 Crossroads Dr,2013-01-28T00:00:00Z,2000,6580,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2013,43.134365,-89.29027
2702 Crossroads Dr,2019-01-23T00:00:00Z,2140,7910,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2019,43.134365,-89.29027
2702 Crossroads Dr,2017-01-03T00:00:00Z,2250,7390,NA,Starkweather Creek,"2702 Crossroads Dr Madison, WI",indoor,NA,NA,2017,43.134365,-89.29027
30 Ash St,2007-01-19T00:00:00Z,782.3,2827,NA,University Bay Creek,"30 Ash St Madison, WI",indoor,NA,NA,2007,43.069023,-89.425575
30 Ash St,2019-02-19T00:00:00Z,889,3640,NA,University Bay Creek,"30 Ash St Madison, WI",indoor,NA,NA,2019,43.069023,-89.425575
508 Plaza Dr,2015-08-25T00:00:00Z,280.9200000000001,1350,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,y,2015,43.054943,-89.52556
508 Plaza Dr,2013-07-31T00:00:00Z,324.81000000000006,1500,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,y,2013,43.054943,-89.52556
508 Plaza Dr,2019-07-11T00:00:00Z,441.85,1900,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,y,2019,43.054943,-89.52556
508 Plaza Dr,2008-07-08T00:00:00Z,212.6,966,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2008,43.054943,-89.52556
508 Plaza Dr,2003-07-15T00:00:00Z,266.1,1142,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2003,43.054943,-89.52556
3177 E Washington Ave,2005-01-12T00:00:00Z,1370,4740,NA,Starkweather Creek,"3177 E Washington Ave Madison, WI",indoor,NA,NA,2005,43.108462,-89.335858
3177 E Washington Ave,2006-11-09T00:00:00Z,1509,5000,NA,Starkweather Creek,"3177 E Washington Ave Madison, WI",indoor,NA,NA,2006,43.108462,-89.335858
3177 E Washington Ave,2007-05-31T00:00:00Z,1772,5820,NA,Starkweather Creek,"3177 E Washington Ave Madison, WI",indoor,NA,NA,2007,43.108462,-89.335858
3177 E Washington Ave,2008-06-23T00:00:00Z,2389,7570,NA,Starkweather Creek,"3177 E Washington Ave Madison, WI",indoor,NA,NA,2008,43.108462,-89.335858
3301 City View Dr,2011-01-10T00:00:00Z,746,2780,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2011,NA,NA
3301 City View Dr,2005-02-14T00:00:00Z,1142,3770,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2005,NA,NA
3301 City View Dr,2012-02-06T00:00:00Z,1150,3970,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2012,NA,NA
3301 City View Dr,2018-01-18T00:00:00Z,1400,4820,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2018,NA,NA
3301 City View Dr,2015-01-12T00:00:00Z,1540,5250,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2015,NA,NA
3301 City View Dr,2013-01-23T00:00:00Z,1680,5710,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2013,NA,NA
4 S Lincoln Ridge Dr,2012-06-21T00:00:00Z,88.9,805,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,NA,2012,43.051422,-89.51524
4 S Lincoln Ridge Dr,2007-07-05T00:00:00Z,123.8,805,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,NA,2007,43.051422,-89.51524
4 S Lincoln Ridge Dr,2008-07-22T00:00:00Z,188.9,927,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,NA,2008,43.051422,-89.51524
40 Golf View Rd,2004-06-01T00:00:00Z,271.2,1180,NA,Cherokee Marsh,"40 Golf View Rd Madison, WI",indoor,NA,NA,2004,43.147934,-89.36731
40 Golf Course Rd,2005-08-17T00:00:00Z,284.3,1230,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2005,43.149788,-89.370384
40 Golf Course Rd,2007-08-08T00:00:00Z,863.8,3220,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2007,43.149788,-89.370384
40 Golf Course Rd,2008-07-07T00:00:00Z,497.9,1920,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2008,43.149788,-89.370384
40 Golf Course Rd,2009-07-16T00:00:00Z,518,2040,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2009,43.149788,-89.370384
40 Golf Course Rd,2010-06-11T00:00:00Z,335,1450,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2010,43.149788,-89.370384
40 Golf Course Rd,2011-06-16T00:00:00Z,426,1610,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2011,43.149788,-89.370384
40 Golf Course Rd,2012-06-12T00:00:00Z,410,1700,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2012,43.149788,-89.370384
40 Golf Course Rd,2013-07-11T00:00:00Z,567,2200,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2013,43.149788,-89.370384
40 Golf Course Rd,2014-07-10T00:00:00Z,606,2270,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2014,43.149788,-89.370384
40 Golf Course Rd,2015-08-12T00:00:00Z,672,2480,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2015,43.149788,-89.370384
40 Golf Course Rd,2016-08-03T00:00:00Z,1260,2200,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2016,43.149788,-89.370384
40 Golf Course Rd,2017-07-11T00:00:00Z,658,2420,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2017,43.149788,-89.370384
