lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn,cond
ME,2015,114,2015-04-24,24.00,,,,,,,,,
ME,2015,121,2015-05-01,0.00,,,,,,,,,
ME,2015,121,2015-05-01,2.00,,,,,,,,,
ME,2015,121,2015-05-01,4.00,,,,,,,,,
ME,2015,121,2015-05-01,6.00,,,,,,,,,
ME,2015,121,2015-05-01,8.00,,,,,,,,,
ME,2015,121,2015-05-01,10.00,,,,,,,,,
ME,2015,121,2015-05-01,12.00,,,,,,,,,
ME,2015,121,2015-05-01,14.00,,,,,,,,,
ME,2015,121,2015-05-01,16.00,,,,,,,,,
ME,2015,121,2015-05-01,18.00,,,,,,,,,
ME,2015,121,2015-05-01,20.00,,,,,,,,,
ME,2015,121,2015-05-01,22.00,,,,,,,,,
ME,2015,121,2015-05-01,24.00,,,,,,,,,
ME,2015,133,2015-05-13,0.00,,,,,,,,,
ME,2015,133,2015-05-13,2.00,,,,,,,,,
ME,2015,133,2015-05-13,4.00,,,,,,,,,
ME,2015,133,2015-05-13,5.00,,,,,,,,,
ME,2015,133,2015-05-13,7.00,,,,,,,,,
ME,2015,133,2015-05-13,9.00,,,,,,,,,
ME,2015,133,2015-05-13,11.00,,,,,,,,,
ME,2015,133,2015-05-13,13.00,,,,,,,,,
ME,2015,133,2015-05-13,15.00,,,,,,,,,
ME,2015,133,2015-05-13,17.00,,,,,,,,,
ME,2015,133,2015-05-13,19.00,,,,,,,,,
ME,2015,133,2015-05-13,21.00,,,,,,,,,
ME,2015,133,2015-05-13,23.00,,,,,,,,,
ME,2015,133,2015-05-13,24.40,,,,,,,,,
ME,2015,147,2015-05-27,1.00,,,,,,,,,
ME,2015,147,2015-05-27,3.00,,,,,,,,,
ME,2015,147,2015-05-27,5.00,,,,,,,,,
ME,2015,147,2015-05-27,7.00,,,,,,,,,
ME,2015,147,2015-05-27,9.00,,,,,,,,,
ME,2015,147,2015-05-27,11.00,,,,,,,,,
ME,2015,147,2015-05-27,13.00,,,,,,,,,
ME,2015,147,2015-05-27,15.00,,,,,,,,,
ME,2015,147,2015-05-27,17.00,,,,,,,,,
ME,2015,147,2015-05-27,19.00,,,,,,,,,
ME,2015,147,2015-05-27,21.00,,,,,,,,,
ME,2015,147,2015-05-27,23.00,,,,,,,,,
ME,2015,147,2015-05-27,24.20,,,,,,,,,
ME,2015,159,2015-06-08,1.00,,,,,,,,,
ME,2015,159,2015-06-08,3.00,,,,,,,,,
ME,2015,159,2015-06-08,5.00,,,,,,,,,
ME,2015,159,2015-06-08,7.00,,,,,,,,,
ME,2015,159,2015-06-08,9.00,,,,,,,,,
ME,2015,159,2015-06-08,10.00,,,,,,,,,
ME,2015,159,2015-06-08,12.00,,,,,,,,,
ME,2015,159,2015-06-08,14.00,,,,,,,,,
ME,2015,159,2015-06-08,16.00,,,,,,,,,
ME,2015,159,2015-06-08,18.00,,,,,,,,,
ME,2015,159,2015-06-08,20.00,,,,,,,,,
ME,2015,159,2015-06-08,22.00,,,,,,,,,
ME,2015,159,2015-06-08,24.00,,,,,,,,,
ME,2015,174,2015-06-23,0.00,,,,,,,,,
ME,2015,174,2015-06-23,2.00,,,,,,,,,
ME,2015,174,2015-06-23,4.00,,,,,,,,,
ME,2015,174,2015-06-23,6.00,,,,,,,,,
ME,2015,174,2015-06-23,7.50,,,,,,,,,
ME,2015,174,2015-06-23,8.50,,,,,,,,,
ME,2015,174,2015-06-23,10.00,,,,,,,,,
ME,2015,174,2015-06-23,12.00,,,,,,,,,
ME,2015,174,2015-06-23,14.00,,,,,,,,,
ME,2015,174,2015-06-23,16.00,,,,,,,,,
ME,2015,174,2015-06-23,18.00,,,,,,,,,
ME,2015,174,2015-06-23,20.00,,,,,,,,,
ME,2015,174,2015-06-23,22.00,,,,,,,,,
ME,2015,174,2015-06-23,24.00,,,,,,,,,
ME,2015,189,2015-07-08,0.00,,,,,,,,,
ME,2015,189,2015-07-08,2.00,,,,,,,,,
ME,2015,189,2015-07-08,4.00,,,,,,,,,
ME,2015,189,2015-07-08,6.00,,,,,,,,,
ME,2015,189,2015-07-08,7.00,,,,,,,,,
ME,2015,189,2015-07-08,8.00,,,,,,,,,
ME,2015,189,2015-07-08,9.00,,,,,,,,,
ME,2015,189,2015-07-08,10.00,,,,,,,,,
ME,2015,189,2015-07-08,12.00,,,,,,,,,
ME,2015,189,2015-07-08,14.00,,,,,,,,,
ME,2015,189,2015-07-08,16.00,,,,,,,,,
ME,2015,189,2015-07-08,18.00,,,,,,,,,
ME,2015,189,2015-07-08,20.00,,,,,,,,,
ME,2015,189,2015-07-08,21.00,,,,,,,,,
ME,2015,189,2015-07-08,23.00,,,,,,,,,
ME,2015,189,2015-07-08,24.40,,,,,,,,,
ME,2015,201,2015-07-20,1.00,,,,,,,,,
ME,2015,201,2015-07-20,3.00,,,,,,,,,
ME,2015,201,2015-07-20,5.00,,,,,,,,,
ME,2015,201,2015-07-20,7.00,,,,,,,,,
ME,2015,201,2015-07-20,8.00,,,,,,,,,
ME,2015,201,2015-07-20,9.00,,,,,,,,,
ME,2015,201,2015-07-20,11.00,,,,,,,,,
ME,2015,201,2015-07-20,13.00,,,,,,,,,
ME,2015,201,2015-07-20,15.00,,,,,,,,,
ME,2015,201,2015-07-20,17.00,,,,,,,,,
ME,2015,201,2015-07-20,19.00,,,,,,,,,
ME,2015,201,2015-07-20,21.00,,,,,,,,,
ME,2015,201,2015-07-20,23.00,,,,,,,,,
ME,2015,215,2015-08-03,0.00,53.77,18.29,25.40,30.66,24.40,2.84,0.00,0.01,
ME,2015,215,2015-08-03,2.00,,,,,,,,,
ME,2015,215,2015-08-03,4.00,53.65,18.25,26.27,31.46,23.54,2.59,0.00,0.01,
ME,2015,215,2015-08-03,5.00,,,,,,,,,
ME,2015,215,2015-08-03,7.00,,,,,,,,,
ME,2015,215,2015-08-03,8.50,,,,,,,,,
ME,2015,215,2015-08-03,9.50,,,,,,,,,
ME,2015,215,2015-08-03,10.50,,,,,,,,,
ME,2015,215,2015-08-03,11.50,,,,,,,,,
ME,2015,215,2015-08-03,12.50,,,,,,,,,
ME,2015,215,2015-08-03,14.00,,,,,,,,,
ME,2015,215,2015-08-03,16.00,53.49,18.20,36.95,31.74,24.93,2.85,0.00,0.16,
ME,2015,215,2015-08-03,18.00,,,,,,,,,
ME,2015,215,2015-08-03,20.00,53.77,17.75,37.58,32.16,23.67,2.96,0.01,0.26,
ME,2015,215,2015-08-03,22.00,53.66,17.73,37.94,31.98,23.84,2.90,0.01,0.28,
ME,2015,215,2015-08-03,24.00,,,,,,,,,
ME,2015,230,2015-08-18,0.00,,,,,,,,,
ME,2015,230,2015-08-18,2.00,,,,,,,,,
ME,2015,230,2015-08-18,4.00,,,,,,,,,
ME,2015,230,2015-08-18,6.00,,,,,,,,,
ME,2015,230,2015-08-18,8.00,,,,,,,,,
ME,2015,230,2015-08-18,10.00,,,,,,,,,
ME,2015,230,2015-08-18,11.50,,,,,,,,,
ME,2015,230,2015-08-18,12.50,,,,,,,,,
ME,2015,230,2015-08-18,14.00,,,,,,,,,
ME,2015,230,2015-08-18,16.00,,,,,,,,,
ME,2015,230,2015-08-18,18.00,,,,,,,,,
ME,2015,230,2015-08-18,20.00,,,,,,,,,
ME,2015,230,2015-08-18,22.00,,,,,,,,,
ME,2015,230,2015-08-18,24.00,,,,,,,,,
ME,2015,243,2015-08-31,0.00,,,,,,,,,
ME,2015,243,2015-08-31,2.00,,,,,,,,,
ME,2015,243,2015-08-31,4.00,,,,,,,,,
ME,2015,243,2015-08-31,6.00,,,,,,,,,
ME,2015,243,2015-08-31,8.00,,,,,,,,,
ME,2015,243,2015-08-31,10.00,,,,,,,,,
ME,2015,243,2015-08-31,10.50,,,,,,,,,
ME,2015,243,2015-08-31,11.50,,,,,,,,,
ME,2015,243,2015-08-31,13.00,,,,,,,,,
ME,2015,243,2015-08-31,15.00,,,,,,,,,
ME,2015,243,2015-08-31,17.00,,,,,,,,,
ME,2015,243,2015-08-31,19.00,,,,,,,,,
ME,2015,243,2015-08-31,21.00,,,,,,,,,
ME,2015,243,2015-08-31,23.00,,,,,,,,,
ME,2015,243,2015-08-31,24.40,,,,,,,,,
ME,2015,280,2015-10-07,1.00,,,,,,,,,
ME,2015,280,2015-10-07,3.00,,,,,,,,,
ME,2015,280,2015-10-07,4.00,,,,,,,,,
ME,2015,280,2015-10-07,6.00,,,,,,,,,
ME,2015,280,2015-10-07,8.00,,,,,,,,,
ME,2015,280,2015-10-07,10.00,,,,,,,,,
ME,2015,280,2015-10-07,12.00,,,,,,,,,
ME,2015,280,2015-10-07,13.50,,,,,,,,,
ME,2015,280,2015-10-07,14.50,,,,,,,,,
ME,2015,280,2015-10-07,16.00,,,,,,,,,
ME,2015,280,2015-10-07,18.00,,,,,,,,,
ME,2015,280,2015-10-07,20.00,,,,,,,,,
ME,2015,280,2015-10-07,22.00,,,,,,,,,
ME,2015,280,2015-10-07,24.00,,,,,,,,,
ME,2015,306,2015-11-02,0.00,53.31,20.02,31.07,31.63,22.96,2.93,0.00,0.00,
ME,2015,306,2015-11-02,2.00,,,,,,,,,
ME,2015,306,2015-11-02,4.00,53.32,19.99,31.23,31.63,22.63,2.85,0.00,0.00,
ME,2015,306,2015-11-02,5.00,,,,,,,,,
ME,2015,306,2015-11-02,7.00,,,,,,,,,
ME,2015,306,2015-11-02,9.00,,,,,,,,,
ME,2015,306,2015-11-02,11.00,,,,,,,,,
ME,2015,306,2015-11-02,13.00,,,,,,,,,
ME,2015,306,2015-11-02,15.00,,,,,,,,,
ME,2015,306,2015-11-02,17.00,,,,,,,,,
ME,2015,306,2015-11-02,19.00,,,,,,,,,
ME,2015,306,2015-11-02,21.00,,,,,,,,,
ME,2015,306,2015-11-02,23.00,,,,,,,,,
ME,2015,306,2015-11-02,24.40,,,,,,,,,
ME,2016,27,2016-01-27,1.00,,,,,,,,,
ME,2016,27,2016-01-27,3.00,,,,,,,,,
ME,2016,27,2016-01-27,5.00,,,,,,,,,
ME,2016,27,2016-01-27,7.00,,,,,,,,,
ME,2016,27,2016-01-27,8.00,53.96,19.20,33.17,31.86,,2.87,0.00,0.00,
ME,2016,27,2016-01-27,10.00,,,,,,,,,
ME,2016,27,2016-01-27,12.00,,,,,,,,,
ME,2016,27,2016-01-27,14.00,,,,,,,,,
ME,2016,27,2016-01-27,16.00,,,,,,,,,
ME,2016,27,2016-01-27,18.00,,,,,,,,,
ME,2016,27,2016-01-27,20.00,54.29,18.86,35.17,32.85,,2.85,0.00,0.08,
ME,2016,27,2016-01-27,22.00,,,,,,,,,
ME,2016,27,2016-01-27,24.00,,,,,,,,,
ME,2016,88,2016-03-28,0.00,,,,,,,,,
ME,2016,88,2016-03-28,2.00,,,,,,,,,
ME,2016,88,2016-03-28,4.00,,,,,,,,,
ME,2016,88,2016-03-28,6.00,,,,,,,,,
ME,2016,88,2016-03-28,8.00,,,,,,,,,
ME,2016,88,2016-03-28,10.00,,,,,,,,,
ME,2016,88,2016-03-28,12.00,,,,,,,,,
ME,2016,88,2016-03-28,14.00,,,,,,,,,
ME,2016,88,2016-03-28,16.00,,,,,,,,,
ME,2016,88,2016-03-28,18.00,,,,,,,,,
ME,2016,88,2016-03-28,20.00,,,,,,,,,
ME,2016,88,2016-03-28,22.00,,,,,,,,,
ME,2016,88,2016-03-28,24.00,,,,,,,,,
ME,2016,103,2016-04-12,0.00,53.26,18.64,37.29,31.09,,2.70,0.01,0.00,
ME,2016,103,2016-04-12,2.00,,,,,,,,,
ME,2016,103,2016-04-12,4.00,,,,,,,,,
ME,2016,103,2016-04-12,6.00,,,,,,,,,
ME,2016,103,2016-04-12,8.00,53.82,18.61,36.91,30.95,,2.72,0.00,0.00,
ME,2016,103,2016-04-12,10.00,,,,,,,,,
ME,2016,103,2016-04-12,12.00,,,,,,,,,
ME,2016,103,2016-04-12,14.00,,,,,,,,,
ME,2016,103,2016-04-12,16.00,,,,,,,,,
ME,2016,103,2016-04-12,18.00,,,,,,,,,
ME,2016,103,2016-04-12,20.00,53.20,18.59,36.90,30.90,,2.73,0.00,0.00,
ME,2016,103,2016-04-12,21.00,,,,,,,,,
ME,2016,103,2016-04-12,23.00,,,,,,,,,
ME,2016,103,2016-04-12,24.30,,,,,,,,,
ME,2016,116,2016-04-25,1.00,,,,,,,,,
ME,2016,116,2016-04-25,3.00,,,,,,,,,
ME,2016,116,2016-04-25,5.00,,,,,,,,,
ME,2016,116,2016-04-25,7.00,,,,,,,,,
ME,2016,116,2016-04-25,9.00,,,,,,,,,
ME,2016,116,2016-04-25,11.00,,,,,,,,,
ME,2016,116,2016-04-25,13.00,,,,,,,,,
ME,2016,116,2016-04-25,15.00,,,,,,,,,
ME,2016,116,2016-04-25,17.00,,,,,,,,,
ME,2016,116,2016-04-25,19.00,,,,,,,,,
ME,2016,116,2016-04-25,21.00,,,,,,,,,
ME,2016,116,2016-04-25,23.00,,,,,,,,,
ME,2016,116,2016-04-25,24.30,,,,,,,,,
ME,2016,132,2016-05-11,1.00,,,,,,,,,
ME,2016,132,2016-05-11,3.00,,,,,,,,,
ME,2016,132,2016-05-11,5.00,,,,,,,,,
ME,2016,132,2016-05-11,7.00,,,,,,,,,
ME,2016,132,2016-05-11,9.00,,,,,,,,,
ME,2016,132,2016-05-11,11.00,,,,,,,,,
ME,2016,132,2016-05-11,13.00,,,,,,,,,
ME,2016,132,2016-05-11,15.00,,,,,,,,,
ME,2016,132,2016-05-11,17.00,,,,,,,,,
ME,2016,132,2016-05-11,19.00,,,,,,,,,
ME,2016,132,2016-05-11,20.00,,,,,,,,,
ME,2016,132,2016-05-11,22.00,,,,,,,,,
ME,2016,132,2016-05-11,24.00,,,,,,,,,
ME,2016,144,2016-05-23,0.00,,,,,,,,,
ME,2016,144,2016-05-23,2.00,,,,,,,,,
ME,2016,144,2016-05-23,4.00,,,,,,,,,
ME,2016,144,2016-05-23,6.00,,,,,,,,,
ME,2016,144,2016-05-23,8.00,,,,,,,,,
ME,2016,144,2016-05-23,10.00,,,,,,,,,
ME,2016,144,2016-05-23,12.00,,,,,,,,,
ME,2016,144,2016-05-23,14.00,,,,,,,,,
ME,2016,144,2016-05-23,16.00,,,,,,,,,
ME,2016,144,2016-05-23,18.00,,,,,,,,,
ME,2016,144,2016-05-23,20.00,,,,,,,,,
ME,2016,144,2016-05-23,22.00,,,,,,,,,
ME,2016,144,2016-05-23,24.00,,,,,,,,,
ME,2016,159,2016-06-07,0.00,,,,,,,,,
ME,2016,159,2016-06-07,2.00,,,,,,,,,
ME,2016,159,2016-06-07,4.00,,,,,,,,,
ME,2016,159,2016-06-07,6.00,,,,,,,,,
ME,2016,159,2016-06-07,7.50,,,,,,,,,
ME,2016,159,2016-06-07,9.00,,,,,,,,,
ME,2016,159,2016-06-07,10.00,,,,,,,,,
ME,2016,159,2016-06-07,12.00,,,,,,,,,
ME,2016,159,2016-06-07,14.00,,,,,,,,,
ME,2016,159,2016-06-07,16.00,,,,,,,,,
ME,2016,159,2016-06-07,18.00,,,,,,,,,
ME,2016,159,2016-06-07,20.00,,,,,,,,,
ME,2016,159,2016-06-07,22.00,,,,,,,,,
ME,2016,159,2016-06-07,24.00,,,,,,,,,
ME,2016,172,2016-06-20,0.00,,,,,,,,,
ME,2016,172,2016-06-20,2.00,,,,,,,,,
ME,2016,172,2016-06-20,4.00,,,,,,,,,
ME,2016,172,2016-06-20,6.00,,,,,,,,,
ME,2016,172,2016-06-20,8.00,,,,,,,,,
ME,2016,172,2016-06-20,9.00,,,,,,,,,
ME,2016,172,2016-06-20,10.00,,,,,,,,,
ME,2016,172,2016-06-20,11.00,,,,,,,,,
ME,2016,172,2016-06-20,13.00,,,,,,,,,
ME,2016,172,2016-06-20,15.00,,,,,,,,,
ME,2016,172,2016-06-20,17.00,,,,,,,,,
ME,2016,172,2016-06-20,19.00,,,,,,,,,
ME,2016,172,2016-06-20,21.00,,,,,,,,,
ME,2016,172,2016-06-20,23.00,,,,,,,,,
ME,2016,172,2016-06-20,24.50,,,,,,,,,
ME,2016,187,2016-07-05,1.00,,,,,,,,,
ME,2016,187,2016-07-05,3.00,,,,,,,,,
ME,2016,187,2016-07-05,5.00,,,,,,,,,
ME,2016,187,2016-07-05,7.00,,,,,,,,,
ME,2016,187,2016-07-05,8.00,,,,,,,,,
ME,2016,187,2016-07-05,9.00,,,,,,,,,
ME,2016,187,2016-07-05,11.00,,,,,,,,,
ME,2016,187,2016-07-05,13.00,,,,,,,,,
ME,2016,187,2016-07-05,15.00,,,,,,,,,
ME,2016,187,2016-07-05,16.00,,,,,,,,,
ME,2016,187,2016-07-05,18.00,,,,,,,,,
ME,2016,187,2016-07-05,20.00,,,,,,,,,
ME,2016,187,2016-07-05,22.00,,,,,,,,,
ME,2016,187,2016-07-05,23.60,,,,,,,,,
ME,2016,200,2016-07-18,1.00,,,,,,,,,
ME,2016,200,2016-07-18,3.00,,,,,,,,,
ME,2016,200,2016-07-18,5.00,,,,,,,,,
ME,2016,200,2016-07-18,7.00,,,,,,,,,
ME,2016,200,2016-07-18,8.50,,,,,,,,,
ME,2016,200,2016-07-18,9.50,,,,,,,,,
ME,2016,200,2016-07-18,10.50,,,,,,,,,
ME,2016,200,2016-07-18,12.00,,,,,,,,,
ME,2016,200,2016-07-18,14.00,,,,,,,,,
ME,2016,200,2016-07-18,16.00,,,,,,,,,
ME,2016,200,2016-07-18,18.00,,,,,,,,,
ME,2016,200,2016-07-18,20.00,,,,,,,,,
ME,2016,200,2016-07-18,22.00,,,,,,,,,
ME,2016,200,2016-07-18,24.00,,,,,,,,,
ME,2016,214,2016-08-01,0.00,52.15,18.33,27.58,33.53,,2.83,0.00,0.00,
ME,2016,214,2016-08-01,2.00,,,,,,,,,
ME,2016,214,2016-08-01,4.00,52.34,18.28,27.21,33.73,,2.83,0.00,0.00,
ME,2016,214,2016-08-01,6.00,52.43,18.74,27.49,33.73,,2.83,0.00,0.00,
ME,2016,214,2016-08-01,8.00,52.53,18.09,29.76,33.81,,2.89,0.00,0.00,
ME,2016,214,2016-08-01,8.50,,,,,,,,,
ME,2016,214,2016-08-01,9.50,,,,,,,,,
ME,2016,214,2016-08-01,10.50,,,,,,,,,
ME,2016,214,2016-08-01,12.00,53.24,18.49,38.05,34.27,,3.00,0.00,0.09,
ME,2016,214,2016-08-01,14.00,,,,,,,,,
ME,2016,214,2016-08-01,16.00,53.08,18.68,39.90,34.28,,3.12,0.00,0.18,
ME,2016,214,2016-08-01,18.00,,,,,,,,,
ME,2016,214,2016-08-01,20.00,52.98,18.17,40.29,34.19,,3.13,0.01,0.21,
ME,2016,214,2016-08-01,22.00,53.01,18.85,40.57,34.45,,3.20,0.00,0.23,
ME,2016,214,2016-08-01,24.00,,,,,,,,,
ME,2016,228,2016-08-15,0.00,,,,,,,,,
ME,2016,228,2016-08-15,2.00,,,,,,,,,
ME,2016,228,2016-08-15,4.00,,,,,,,,,
ME,2016,228,2016-08-15,6.00,,,,,,,,,
ME,2016,228,2016-08-15,7.50,,,,,,,,,
ME,2016,228,2016-08-15,8.50,,,,,,,,,
ME,2016,228,2016-08-15,9.50,,,,,,,,,
ME,2016,228,2016-08-15,10.50,,,,,,,,,
ME,2016,228,2016-08-15,11.50,,,,,,,,,
ME,2016,228,2016-08-15,13.00,,,,,,,,,
ME,2016,228,2016-08-15,15.00,,,,,,,,,
ME,2016,228,2016-08-15,17.00,,,,,,,,,
ME,2016,228,2016-08-15,19.00,,,,,,,,,
ME,2016,228,2016-08-15,21.00,,,,,,,,,
ME,2016,228,2016-08-15,23.00,,,,,,,,,
ME,2016,228,2016-08-15,24.20,,,,,,,,,
ME,2016,243,2016-08-30,1.00,,,,,,,,,
ME,2016,243,2016-08-30,3.00,,,,,,,,,
ME,2016,243,2016-08-30,5.00,,,,,,,,,
ME,2016,243,2016-08-30,7.00,,,,,,,,,
ME,2016,243,2016-08-30,8.50,,,,,,,,,
ME,2016,243,2016-08-30,9.50,,,,,,,,,
ME,2016,243,2016-08-30,10.50,,,,,,,,,
ME,2016,243,2016-08-30,12.00,,,,,,,,,
ME,2016,243,2016-08-30,13.00,,,,,,,,,
ME,2016,243,2016-08-30,15.00,,,,,,,,,
ME,2016,243,2016-08-30,17.00,,,,,,,,,
ME,2016,243,2016-08-30,19.00,,,,,,,,,
ME,2016,243,2016-08-30,21.00,,,,,,,,,
ME,2016,243,2016-08-30,23.00,,,,,,,,,
ME,2016,243,2016-08-30,24.40,,,,,,,,,
ME,2016,278,2016-10-04,1.00,,,,,,,,,
ME,2016,278,2016-10-04,3.00,,,,,,,,,
ME,2016,278,2016-10-04,4.00,,,,,,,,,
ME,2016,278,2016-10-04,6.00,,,,,,,,,
ME,2016,278,2016-10-04,8.00,,,,,,,,,
ME,2016,278,2016-10-04,10.00,,,,,,,,,
ME,2016,278,2016-10-04,12.00,,,,,,,,,
ME,2016,278,2016-10-04,13.00,,,,,,,,,
ME,2016,278,2016-10-04,14.00,,,,,,,,,
ME,2016,278,2016-10-04,16.00,,,,,,,,,
ME,2016,278,2016-10-04,18.00,,,,,,,,,
ME,2016,278,2016-10-04,20.00,,,,,,,,,
ME,2016,278,2016-10-04,22.00,,,,,,,,,
ME,2016,278,2016-10-04,24.00,,,,,,,,,
ME,2016,314,2016-11-09,0.00,51.23,18.15,34.10,33.66,,2.95,0.00,0.00,
ME,2016,314,2016-11-09,1.00,,,,,,,,,
ME,2016,314,2016-11-09,3.00,,,,,,,,,
ME,2016,314,2016-11-09,5.00,,,,,,,,,
ME,2016,314,2016-11-09,7.00,,,,,,,,,
ME,2016,314,2016-11-09,9.00,,,,,,,,,
ME,2016,314,2016-11-09,11.00,,,,,,,,,
ME,2016,314,2016-11-09,13.00,,,,,,,,,
ME,2016,314,2016-11-09,15.00,,,,,,,,,
ME,2016,314,2016-11-09,17.00,,,,,,,,,
ME,2016,314,2016-11-09,19.00,,,,,,,,,
ME,2016,314,2016-11-09,21.00,,,,,,,,,
ME,2016,314,2016-11-09,23.00,,,,,,,,,
ME,2016,314,2016-11-09,24.50,,,,,,,,,
ME,2017,37,2017-02-06,1.00,,,,,,,,,
ME,2017,37,2017-02-06,3.00,,,,,,,,,
ME,2017,37,2017-02-06,5.00,,,,,,,,,
ME,2017,37,2017-02-06,7.00,,,,,,,,,
ME,2017,37,2017-02-06,8.00,52.87,18.20,36.03,32.82,22.40,2.90,0.00,0.00,
ME,2017,37,2017-02-06,10.00,,,,,,,,,
ME,2017,37,2017-02-06,12.00,,,,,,,,,
ME,2017,37,2017-02-06,14.00,,,,,,,,,
ME,2017,37,2017-02-06,16.00,,,,,,,,,
ME,2017,37,2017-02-06,18.00,,,,,,,,,
ME,2017,37,2017-02-06,20.00,89.99,18.61,41.79,31.53,42.82,4.14,4.14,0.06,
ME,2017,37,2017-02-06,22.00,,,,,,,,,
ME,2017,37,2017-02-06,24.00,,,,,,,,,
ME,2017,107,2017-04-17,0.00,55.84,16.47,35.40,30.39,22.94,2.69,0.00,0.00,
ME,2017,107,2017-04-17,1.00,,,,,,,,,
ME,2017,107,2017-04-17,3.00,,,,,,,,,
ME,2017,107,2017-04-17,5.00,,,,,,,,,
ME,2017,107,2017-04-17,7.00,,,,,,,,,
ME,2017,107,2017-04-17,9.00,,,,,,,,,
ME,2017,107,2017-04-17,11.00,,,,,,,,,
ME,2017,107,2017-04-17,13.00,,,,,,,,,
ME,2017,107,2017-04-17,15.00,,,,,,,,,
ME,2017,107,2017-04-17,17.00,,,,,,,,,
ME,2017,107,2017-04-17,19.00,,,,,,,,,
ME,2017,107,2017-04-17,21.00,,,,,,,,,
ME,2017,107,2017-04-17,23.00,,,,,,,,,
ME,2017,107,2017-04-17,24.40,,,,,,,,,
ME,2017,123,2017-05-03,1.00,,,,,,,,,
ME,2017,123,2017-05-03,3.00,,,,,,,,,
ME,2017,123,2017-05-03,5.00,,,,,,,,,
ME,2017,123,2017-05-03,7.00,,,,,,,,,
ME,2017,123,2017-05-03,9.00,,,,,,,,,
ME,2017,123,2017-05-03,11.00,,,,,,,,,
ME,2017,123,2017-05-03,13.00,,,,,,,,,
ME,2017,123,2017-05-03,15.00,,,,,,,,,
ME,2017,123,2017-05-03,17.00,,,,,,,,,
ME,2017,123,2017-05-03,19.00,,,,,,,,,
ME,2017,123,2017-05-03,21.00,,,,,,,,,
ME,2017,123,2017-05-03,23.00,,,,,,,,,
ME,2017,123,2017-05-03,25.00,,,,,,,,,
ME,2017,135,2017-05-15,0.00,,,,,,,,,
ME,2017,135,2017-05-15,2.00,,,,,,,,,
ME,2017,135,2017-05-15,4.00,,,,,,,,,
ME,2017,135,2017-05-15,6.00,,,,,,,,,
ME,2017,135,2017-05-15,8.00,,,,,,,,,
ME,2017,135,2017-05-15,10.00,,,,,,,,,
ME,2017,135,2017-05-15,12.00,,,,,,,,,
ME,2017,135,2017-05-15,14.00,,,,,,,,,
ME,2017,135,2017-05-15,16.00,,,,,,,,,
ME,2017,135,2017-05-15,18.00,,,,,,,,,
ME,2017,135,2017-05-15,20.00,,,,,,,,,
ME,2017,135,2017-05-15,22.00,,,,,,,,,
ME,2017,135,2017-05-15,24.00,,,,,,,,,
ME,2017,150,2017-05-30,0.00,,,,,,,,,
ME,2017,150,2017-05-30,2.00,,,,,,,,,
ME,2017,150,2017-05-30,4.00,,,,,,,,,
ME,2017,150,2017-05-30,6.00,,,,,,,,,
ME,2017,150,2017-05-30,8.00,,,,,,,,,
ME,2017,150,2017-05-30,10.00,,,,,,,,,
ME,2017,150,2017-05-30,12.00,,,,,,,,,
ME,2017,150,2017-05-30,14.00,,,,,,,,,
ME,2017,150,2017-05-30,16.00,,,,,,,,,
ME,2017,150,2017-05-30,18.00,,,,,,,,,
ME,2017,150,2017-05-30,20.00,,,,,,,,,
ME,2017,150,2017-05-30,22.00,,,,,,,,,
ME,2017,150,2017-05-30,24.00,,,,,,,,,
ME,2017,163,2017-06-12,0.00,,,,,,,,,
ME,2017,163,2017-06-12,2.00,,,,,,,,,
ME,2017,163,2017-06-12,4.00,,,,,,,,,
ME,2017,163,2017-06-12,5.00,,,,,,,,,
ME,2017,163,2017-06-12,7.00,,,,,,,,,
ME,2017,163,2017-06-12,9.00,,,,,,,,,
ME,2017,163,2017-06-12,11.00,,,,,,,,,
ME,2017,163,2017-06-12,13.00,,,,,,,,,
ME,2017,163,2017-06-12,15.00,,,,,,,,,
ME,2017,163,2017-06-12,17.00,,,,,,,,,
ME,2017,163,2017-06-12,19.00,,,,,,,,,
ME,2017,163,2017-06-12,21.00,,,,,,,,,
ME,2017,163,2017-06-12,23.00,,,,,,,,,
ME,2017,177,2017-06-26,0.00,,,,,,,,,
ME,2017,177,2017-06-26,2.00,,,,,,,,,
ME,2017,177,2017-06-26,4.00,,,,,,,,,
ME,2017,177,2017-06-26,6.00,,,,,,,,,
ME,2017,177,2017-06-26,8.00,,,,,,,,,
ME,2017,177,2017-06-26,9.50,,,,,,,,,
ME,2017,177,2017-06-26,10.50,,,,,,,,,
ME,2017,177,2017-06-26,12.00,,,,,,,,,
ME,2017,177,2017-06-26,14.00,,,,,,,,,
ME,2017,177,2017-06-26,16.00,,,,,,,,,
ME,2017,177,2017-06-26,18.00,,,,,,,,,
ME,2017,177,2017-06-26,20.00,,,,,,,,,
ME,2017,177,2017-06-26,22.00,,,,,,,,,
ME,2017,177,2017-06-26,24.00,,,,,,,,,
ME,2017,191,2017-07-10,0.00,,,,,,,,,
ME,2017,191,2017-07-10,2.00,,,,,,,,,
ME,2017,191,2017-07-10,4.00,,,,,,,,,
ME,2017,191,2017-07-10,6.00,,,,,,,,,
ME,2017,191,2017-07-10,7.00,,,,,,,,,
ME,2017,191,2017-07-10,8.00,,,,,,,,,
