lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn,cond
AL,1981,113,1981-04-23,2.00,,,9.60,2.72,1.44,0.75,,,
AL,1981,113,1981-04-23,4.00,,,,,,,,,
AL,1981,113,1981-04-23,6.00,,,,,,,,,
AL,1981,113,1981-04-23,7.50,,,,,,,,,
AL,1981,142,1981-05-22,1.00,,,,,,,,,
AL,1981,142,1981-05-22,3.00,,,,,,,,,
AL,1981,142,1981-05-22,5.00,,,,,,,,,
AL,1981,142,1981-05-22,7.00,,,,,,,,,
AL,1981,154,1981-06-03,0.00,,,,,,,,,
AL,1981,154,1981-06-03,2.00,,,,,,,,,
AL,1981,154,1981-06-03,4.00,,,,,,,,,
AL,1981,154,1981-06-03,5.50,,,,,,,,,
AL,1981,168,1981-06-17,0.00,,,,,,,,,
AL,1981,168,1981-06-17,2.00,,,,,,,,,
AL,1981,168,1981-06-17,4.00,,,,,,,,,
AL,1981,168,1981-06-17,6.00,,,,,,,,,
AL,1981,168,1981-06-17,7.30,,,,,,,,,
AL,1981,183,1981-07-02,1.00,,,,,,,,,74
AL,1981,183,1981-07-02,3.00,,,,,,,,,72
AL,1981,183,1981-07-02,5.00,,,,,,,,,69
AL,1981,183,1981-07-02,7.00,,,,,,,,,75
AL,1981,183,1981-07-02,8.00,,,,,,,,,131
AL,1981,197,1981-07-16,1.00,,,,,,,,,
AL,1981,197,1981-07-16,3.00,,,,,,,,,
AL,1981,197,1981-07-16,5.00,,,,,,,,,
AL,1981,197,1981-07-16,7.00,,,,,,,,,
AL,1981,197,1981-07-16,8.00,,,,,,,,,
AL,1981,209,1981-07-28,1.00,,,,,,,,,75
AL,1981,209,1981-07-28,3.00,,,,,,,,,75
AL,1981,209,1981-07-28,5.00,,,,,,,,,75
AL,1981,209,1981-07-28,7.00,,,,,,,,,100
AL,1981,224,1981-08-12,0.00,,,,,,,,,
AL,1981,224,1981-08-12,2.00,,,,,,,,,
AL,1981,224,1981-08-12,4.00,,,,,,,,,
AL,1981,224,1981-08-12,6.00,,,,,,,,,
AL,1981,224,1981-08-12,7.50,,,,,,,,,
AL,1981,239,1981-08-27,1.00,,,,,,,,,
AL,1981,239,1981-08-27,3.00,,,,,,,,,85
AL,1981,239,1981-08-27,5.00,,,,,,,,,87
AL,1981,239,1981-08-27,7.00,,,,,,,,,145
AL,1981,255,1981-09-12,0.00,,,,,,,,,
AL,1981,255,1981-09-12,2.00,,,,,,,,,
AL,1981,255,1981-09-12,4.00,,,,,,,,,
AL,1981,255,1981-09-12,6.00,,,,,,,,,
AL,1981,255,1981-09-12,7.50,,,,,,,,,
AL,1981,269,1981-09-26,1.00,,,,,,,,,105
AL,1981,269,1981-09-26,3.00,,,,,,,,,105
AL,1981,269,1981-09-26,5.00,,,,,,,,,105
AL,1981,269,1981-09-26,7.00,,,,,,,,,121
AL,1981,295,1981-10-22,0.00,,,,,,,,,
AL,1981,295,1981-10-22,2.00,,,,,,,,,
AL,1981,295,1981-10-22,4.00,,,,,,,,,
AL,1981,295,1981-10-22,6.00,,,,,,,,,
AL,1982,26,1982-01-26,0.00,,,,,,,,,91
AL,1982,26,1982-01-26,2.00,,,,,,,,,86
AL,1982,26,1982-01-26,4.00,,,,,,,,,85
AL,1982,26,1982-01-26,6.00,,,,,,,,,92
AL,1982,54,1982-02-23,0.00,,,,,,,,,74
AL,1982,54,1982-02-23,2.00,,,,,,,,,82
AL,1982,54,1982-02-23,4.00,,,,,,,,,87
AL,1982,54,1982-02-23,6.00,,,,,,,,,97
AL,1982,95,1982-04-05,0.00,,,,,,,,,50
AL,1982,95,1982-04-05,2.00,,,,,,,,,92
AL,1982,95,1982-04-05,4.00,,,,,,,,,96
AL,1982,95,1982-04-05,6.00,,,,,,,,,104
AL,1982,131,1982-05-11,0.00,0.28,3.56,10.56,2.85,1.37,0.64,,,82
AL,1982,131,1982-05-11,2.00,,,,,,,,,83
AL,1982,131,1982-05-11,4.00,,,,,,,,,83
AL,1982,131,1982-05-11,6.00,0.29,3.34,10.79,3.03,1.40,0.70,,,89
AL,1982,145,1982-05-25,0.00,,,,,,,,,84
AL,1982,145,1982-05-25,1.00,,,,,,,,,93
AL,1982,145,1982-05-25,3.00,,,,,,,,,94
AL,1982,145,1982-05-25,5.00,,,,,,,,,95
AL,1982,145,1982-05-25,7.00,,,,,,,,,113
AL,1982,160,1982-06-09,0.00,,,,,,,,,
AL,1982,160,1982-06-09,1.00,,,,,,,,,
AL,1982,160,1982-06-09,3.00,,,,,,,,,
AL,1982,160,1982-06-09,5.00,,,,,,,,,
AL,1982,160,1982-06-09,7.00,,,,,,,,,
AL,1982,176,1982-06-25,0.50,,,,,,,,,
AL,1982,176,1982-06-25,2.00,,,,,,,,,84
AL,1982,176,1982-06-25,4.00,,,,,,,,,84
AL,1982,176,1982-06-25,6.00,,,,,,,,,89
AL,1982,186,1982-07-05,0.00,,,,,,,,,95
AL,1982,186,1982-07-05,1.00,,,,,,,,,95
AL,1982,186,1982-07-05,3.00,,,,,,,,,95
AL,1982,186,1982-07-05,5.00,,,,,,,,,95
AL,1982,186,1982-07-05,7.00,,,,,,,,,110
AL,1982,202,1982-07-21,0.50,,,,,,,,,
AL,1982,202,1982-07-21,2.00,,,,,,,,,
AL,1982,202,1982-07-21,4.00,,,,,,,,,
AL,1982,202,1982-07-21,6.00,,,,,,,,,
AL,1982,217,1982-08-05,0.00,,,,,,,,,84
AL,1982,217,1982-08-05,1.00,,,,,,,,,84
AL,1982,217,1982-08-05,3.00,,,,,,,,,83
AL,1982,217,1982-08-05,5.00,,,,,,,,,89
AL,1982,217,1982-08-05,7.00,,,,,,,,,139
AL,1982,228,1982-08-16,1.00,,,,,,,,,85
AL,1982,228,1982-08-16,3.00,0.20,3.27,10.78,3.05,1.48,0.55,,,85
AL,1982,228,1982-08-16,5.00,0.31,3.26,11.37,3.04,1.48,0.59,,,88
AL,1982,228,1982-08-16,7.00,0.39,1.23,14.27,3.28,1.57,,,,148
AL,1982,251,1982-09-08,1.00,,,,,,,,,
AL,1982,251,1982-09-08,3.00,,,,,,,,,
AL,1982,251,1982-09-08,5.00,,,,,,,,,
AL,1982,251,1982-09-08,7.00,,,,,,,,,
AL,1982,264,1982-09-21,1.00,,,,,,,,,
AL,1982,264,1982-09-21,3.00,,,,,,,,,
AL,1982,264,1982-09-21,5.00,,,,,,,,,
AL,1982,264,1982-09-21,7.00,,,,,,,,,
AL,1982,278,1982-10-05,1.00,,,,,,,,,
AL,1982,278,1982-10-05,3.00,,,,,,,,,
AL,1982,278,1982-10-05,5.00,,,,,,,,,
AL,1982,278,1982-10-05,7.00,,,,,,,,,
AL,1982,295,1982-10-22,0.00,,,,,,,,,
AL,1982,295,1982-10-22,2.00,,,,,,,,,
AL,1982,295,1982-10-22,4.00,,,,,,,,,
AL,1982,295,1982-10-22,6.00,,,,,,,,,
AL,1982,312,1982-11-08,0.00,0.28,3.61,10.04,2.74,1.40,0.49,,,77
AL,1982,312,1982-11-08,2.00,,,,,,,,,77
AL,1982,312,1982-11-08,4.00,0.40,3.54,10.14,2.76,1.43,0.48,,,77
AL,1982,312,1982-11-08,6.00,,,,,,,,,77
AL,1982,334,1982-11-30,0.00,,,,,,,,,77
AL,1982,334,1982-11-30,2.00,,,,,,,,,76
AL,1982,334,1982-11-30,4.00,,,,,,,,,76
AL,1982,334,1982-11-30,6.00,,,,,,,,,76
AL,1983,17,1983-01-17,0.00,,,,,,,,,
AL,1983,17,1983-01-17,2.00,,,,,,,,,
AL,1983,17,1983-01-17,4.00,,,,,,,,,
AL,1983,17,1983-01-17,5.00,,,,,,,,,
AL,1983,17,1983-01-17,6.50,,,,,,,,,
AL,1983,49,1983-02-18,0.00,,,,,,,,,
AL,1983,49,1983-02-18,1.00,0.32,4.18,10.20,2.95,1.53,0.64,,,
AL,1983,49,1983-02-18,3.00,,,,,,,,,
AL,1983,49,1983-02-18,5.00,,,,,,,,,
AL,1983,49,1983-02-18,7.00,0.43,3.57,14.10,3.92,1.61,0.86,,,97
AL,1983,82,1983-03-23,1.00,,,,,,,,,85
AL,1983,82,1983-03-23,2.00,,,,,,,,,
AL,1983,82,1983-03-23,4.00,,,,,,,,,
AL,1983,82,1983-03-23,6.00,,,,,,,,,
AL,1983,130,1983-05-10,0.00,,,,,,,,,
AL,1983,130,1983-05-10,1.00,0.34,3.56,10.31,2.86,1.40,0.66,,,
AL,1983,130,1983-05-10,3.00,,,,,,,,,
AL,1983,130,1983-05-10,5.00,,,,,,,,,
AL,1983,130,1983-05-10,7.00,0.29,3.66,10.11,2.83,1.36,0.68,,,80
AL,1983,145,1983-05-25,1.00,,,,,,,,,
AL,1983,145,1983-05-25,3.00,,,,,,,,,
AL,1983,145,1983-05-25,4.00,,,,,,,,,
AL,1983,145,1983-05-25,6.00,,,,,,,,,75
AL,1983,159,1983-06-08,0.00,,,,,,,,,83
AL,1983,159,1983-06-08,1.00,,,,,,,,,
AL,1983,159,1983-06-08,3.00,,,,,,,,,
AL,1983,159,1983-06-08,5.00,,,,,,,,,
AL,1983,159,1983-06-08,7.00,,,,,,,,,86
AL,1983,173,1983-06-22,1.00,,,,,,,,,
AL,1983,173,1983-06-22,2.00,,,,,,,,,
AL,1983,173,1983-06-22,4.00,,,,,,,,,91
AL,1983,173,1983-06-22,6.00,,,,,,,,,
AL,1983,186,1983-07-05,0.00,,,,,,,,,75
AL,1983,186,1983-07-05,2.00,,,,,,,,,
AL,1983,186,1983-07-05,4.00,,,,,,,,,
AL,1983,186,1983-07-05,6.00,,,,,,,,,
AL,1983,186,1983-07-05,7.00,,,,,,,,,92
AL,1983,201,1983-07-20,1.00,,,,,,,,,
AL,1983,201,1983-07-20,2.00,,,,,,,,,
AL,1983,201,1983-07-20,4.00,,,,,,,,,
AL,1983,201,1983-07-20,6.00,,,,,,,,,
AL,1983,216,1983-08-04,0.00,,,,,,,,,77
AL,1983,216,1983-08-04,2.00,,,,,,,,,
AL,1983,216,1983-08-04,3.00,,,,,,,,,
AL,1983,216,1983-08-04,5.00,,,,,,,,,
AL,1983,216,1983-08-04,7.00,,,,,,,,,97
AL,1983,227,1983-08-15,1.00,,,,,,,,,
AL,1983,227,1983-08-15,2.00,0.27,3.35,10.08,2.92,1.37,0.49,,,
AL,1983,227,1983-08-15,4.00,,,,,,,,,
AL,1983,227,1983-08-15,6.00,0.41,2.54,12.37,3.23,1.39,0.70,,,
AL,1983,252,1983-09-09,0.00,,,,,,,,,80
AL,1983,252,1983-09-09,1.00,,,,,,,,,
AL,1983,252,1983-09-09,3.00,,,,,,,,,
AL,1983,252,1983-09-09,5.00,,,,,,,,,
AL,1983,252,1983-09-09,7.00,,,,,,,,,111
AL,1983,272,1983-09-29,1.00,,,,,,,,,
AL,1983,272,1983-09-29,3.00,,,,,,,,,79
AL,1983,272,1983-09-29,4.00,,,,,,,,,
AL,1983,272,1983-09-29,6.00,,,,,,,,,
AL,1983,291,1983-10-18,0.00,,,,,,,,,80
AL,1983,291,1983-10-18,2.00,,,,,,,,,
AL,1983,291,1983-10-18,4.00,,,,,,,,,80
AL,1983,291,1983-10-18,6.00,,,,,,,,,
AL,1983,291,1983-10-18,7.00,,,,,,,,,
AL,1983,320,1983-11-16,0.00,0.32,3.23,10.61,2.94,1.45,0.72,,,
AL,1983,320,1983-11-16,2.00,,,,,,,,,
AL,1983,320,1983-11-16,4.00,0.33,3.25,10.61,2.94,1.47,0.72,,,82
AL,1983,320,1983-11-16,6.00,,,,,,,,,
AL,1984,6,1984-01-06,0.00,,,,,,,,,89
AL,1984,6,1984-01-06,2.00,,,,,,,,,
AL,1984,6,1984-01-06,4.00,,,,,,,,,86
AL,1984,6,1984-01-06,5.00,,,,,,,,,
AL,1984,6,1984-01-06,7.00,,,,,,,,,93
AL,1984,60,1984-02-29,0.00,0.34,,10.71,3.03,1.62,0.64,,,85
AL,1984,60,1984-02-29,2.00,,,,,,,,,
AL,1984,60,1984-02-29,4.00,0.35,3.48,11.33,3.22,1.50,0.73,,,87
AL,1984,60,1984-02-29,6.00,,,,,,,,,
AL,1984,94,1984-04-03,0.00,,,,,,,,,53
AL,1984,94,1984-04-03,2.00,,,,,,,,,
AL,1984,94,1984-04-03,3.00,,,,,,,,,
AL,1984,94,1984-04-03,5.00,,,,,,,,,
AL,1984,94,1984-04-03,7.00,,,,,,,,,104
AL,1984,130,1984-05-09,0.00,0.32,3.58,10.02,2.91,1.41,0.73,,,82
AL,1984,130,1984-05-09,2.00,,,,,,,,,
AL,1984,130,1984-05-09,3.00,,,,,,,,,
AL,1984,130,1984-05-09,5.00,,,,,,,,,
AL,1984,130,1984-05-09,7.00,0.33,3.58,10.60,2.88,1.39,0.72,,,82
AL,1984,144,1984-05-23,0.00,,,,,,,,,80
AL,1984,144,1984-05-23,2.00,,,,,,,,,
AL,1984,144,1984-05-23,3.00,,,,,,,,,
AL,1984,144,1984-05-23,5.00,,,,,,,,,
AL,1984,144,1984-05-23,7.00,,,,,,,,,82
AL,1984,157,1984-06-05,0.00,,,,,,,,,81
AL,1984,157,1984-06-05,2.00,,,,,,,,,
AL,1984,157,1984-06-05,4.00,,,,,,,,,82
AL,1984,157,1984-06-05,5.00,,,,,,,,,
AL,1984,157,1984-06-05,7.00,,,,,,,,,90
AL,1984,173,1984-06-21,0.00,,,,,,,,,82
AL,1984,173,1984-06-21,2.00,,,,,,,,,
AL,1984,173,1984-06-21,3.00,,,,,,,,,82
AL,1984,173,1984-06-21,5.00,,,,,,,,,
AL,1984,173,1984-06-21,7.00,,,,,,,,,99
AL,1984,185,1984-07-03,0.00,,,,,,,,,84
AL,1984,185,1984-07-03,2.00,,,,,,,,,
AL,1984,185,1984-07-03,3.00,,,,,,,,,85
AL,1984,185,1984-07-03,5.00,,,,,,,,,
AL,1984,185,1984-07-03,6.00,,,,,,,,,
AL,1984,200,1984-07-18,0.00,,,,,,,,,85
AL,1984,200,1984-07-18,2.00,,,,,,,,,
AL,1984,200,1984-07-18,3.00,,,,,,,,,
AL,1984,200,1984-07-18,4.00,,,,,,,,,85
AL,1984,200,1984-07-18,6.00,,,,,,,,,
AL,1984,215,1984-08-02,0.00,,,,,,,,,86
AL,1984,215,1984-08-02,2.00,,,,,,,,,
AL,1984,215,1984-08-02,4.00,,,,,,,,,87
AL,1984,215,1984-08-02,5.00,,,,,,,,,
AL,1984,215,1984-08-02,6.00,,,,,,,,,
AL,1984,227,1984-08-14,0.00,0.33,3.13,11.78,3.31,1.46,0.67,,,86
AL,1984,227,1984-08-14,1.00,,,,,,,,,
AL,1984,227,1984-08-14,3.00,,,,,,,,,
AL,1984,227,1984-08-14,5.00,,,,,,,,,
AL,1984,227,1984-08-14,7.00,0.54,1.27,14.93,3.52,1.46,0.94,,,110
AL,1984,250,1984-09-06,0.00,,,,,,,,,86
AL,1984,250,1984-09-06,1.00,,,,,,,,,
AL,1984,250,1984-09-06,3.00,,,,,,,,,
AL,1984,250,1984-09-06,5.00,,,,,,,,,
AL,1984,250,1984-09-06,7.00,,,,,,,,,126
AL,1984,268,1984-09-24,1.00,,,,,,,,,
AL,1984,268,1984-09-24,3.00,,,,,,,,,
AL,1984,268,1984-09-24,4.00,,,,,,,,,88
AL,1984,268,1984-09-24,6.00,,,,,,,,,
AL,1984,289,1984-10-15,0.00,,,,,,,,,86
AL,1984,289,1984-10-15,2.00,,,,,,,,,
AL,1984,289,1984-10-15,4.00,,,,,,,,,87
AL,1984,289,1984-10-15,5.00,,,,,,,,,
AL,1984,289,1984-10-15,6.00,,,,,,,,,
AL,1984,313,1984-11-08,0.00,0.34,3.34,10.50,3.01,1.50,0.77,,,84
AL,1984,313,1984-11-08,2.00,,,,,,,,,
AL,1984,313,1984-11-08,4.00,0.35,3.35,10.50,3.11,1.50,0.79,,,85
AL,1984,313,1984-11-08,5.00,,,,,,,,,
AL,1984,313,1984-11-08,6.00,,,,,,,,,
AL,1985,7,1985-01-07,0.00,,,,,,,,,92
AL,1985,7,1985-01-07,2.00,,,,,,,,,
AL,1985,7,1985-01-07,4.00,,,,,,,,,92
AL,1985,7,1985-01-07,5.00,,,,,,,,,
AL,1985,7,1985-01-07,7.00,,,,,,,,,102
AL,1985,56,1985-02-25,0.50,0.36,4.37,11.57,3.22,,0.74,,,
AL,1985,56,1985-02-25,2.00,,,,,,,,,
AL,1985,56,1985-02-25,4.00,0.36,3.55,12.34,3.43,1.61,0.91,,,98
AL,1985,56,1985-02-25,5.00,,,,,,,,,
AL,1985,56,1985-02-25,7.00,0.38,3.34,13.24,3.57,,,,,103
AL,1985,86,1985-03-27,0.00,,,,,,,,,87
AL,1985,86,1985-03-27,0.50,,,,,,,,,
AL,1985,86,1985-03-27,2.00,,,,,,,,,
AL,1985,86,1985-03-27,3.00,,,,,,,,,
AL,1985,86,1985-03-27,5.00,,,,,,,,,
AL,1985,86,1985-03-27,7.00,,,,,,,,,103
AL,1985,120,1985-04-30,1.00,,,,,,,,,
AL,1985,120,1985-04-30,3.00,0.32,3.25,10.43,3.12,1.39,0.79,,,82
AL,1985,120,1985-04-30,5.00,0.32,3.26,10.73,3.11,1.40,0.73,,,82
AL,1985,120,1985-04-30,6.00,,,,,,,,,
AL,1985,120,1985-04-30,7.00,,,,,,,,,
AL,1985,136,1985-05-16,1.00,,,,,,,,,
AL,1985,136,1985-05-16,3.00,,,,,,,,,
AL,1985,136,1985-05-16,4.00,,,,,,,,,80
AL,1985,136,1985-05-16,6.00,,,,,,,,,
AL,1985,136,1985-05-16,7.00,,,,,,,,,
AL,1985,148,1985-05-28,0.00,,,,,,,,,79
AL,1985,148,1985-05-28,2.00,,,,,,,,,
AL,1985,148,1985-05-28,3.00,,,,,,,,,
AL,1985,148,1985-05-28,5.00,,,,,,,,,82
AL,1985,148,1985-05-28,7.00,,,,,,,,,96
AL,1985,162,1985-06-11,0.00,,,,,,,,,80
AL,1985,162,1985-06-11,2.00,,,,,,,,,
AL,1985,162,1985-06-11,3.00,,,,,,,,,
AL,1985,162,1985-06-11,5.00,,,,,,,,,80
AL,1985,162,1985-06-11,7.00,,,,,,,,,97
AL,1985,175,1985-06-24,0.00,,,,,,,,,
AL,1985,175,1985-06-24,2.00,,,,,,,,,
AL,1985,175,1985-06-24,3.00,,,,,,,,,81
AL,1985,175,1985-06-24,5.00,,,,,,,,,
AL,1985,175,1985-06-24,7.00,,,,,,,,,92
AL,1985,192,1985-07-11,0.00,,,,,,,,,81
AL,1985,192,1985-07-11,2.00,,,,,,,,,
AL,1985,192,1985-07-11,4.00,,,,,,,,,82
AL,1985,192,1985-07-11,5.00,,,,,,,,,
AL,1985,192,1985-07-11,7.00,,,,,,,,,97
AL,1985,204,1985-07-23,0.00,,,,,,,,,82
AL,1985,204,1985-07-23,2.00,,,,,,,,,
AL,1985,204,1985-07-23,4.00,,,,,,,,,
AL,1985,204,1985-07-23,6.00,,,,,,,,,92
AL,1985,204,1985-07-23,7.00,,,,,,,,,
AL,1985,219,1985-08-07,0.00,,,,,,,,,84
AL,1985,219,1985-08-07,2.00,,,,,,,,,
AL,1985,219,1985-08-07,4.00,,,,,,,,,
AL,1985,219,1985-08-07,6.00,,,,,,,,,94
AL,1985,219,1985-08-07,7.00,,,,,,,,,121
AL,1985,231,1985-08-19,0.00,0.28,2.77,11.09,3.11,1.39,0.68,,,84
AL,1985,231,1985-08-19,2.00,,,,,,,,,
AL,1985,231,1985-08-19,4.00,0.26,2.69,10.97,3.08,1.40,0.68,,,85
AL,1985,231,1985-08-19,6.00,,,,,,,,,
AL,1985,231,1985-08-19,7.00,0.26,2.68,11.03,3.06,1.40,0.72,,,85
AL,1985,255,1985-09-12,1.00,,,,,,,,,
AL,1985,255,1985-09-12,3.00,,,,,,,,,
AL,1985,255,1985-09-12,4.00,,,,,,,,,84
AL,1985,255,1985-09-12,6.00,,,,,,,,,
AL,1985,273,1985-09-30,0.00,,,,,,,,,83
AL,1985,273,1985-09-30,2.00,,,,,,,,,
AL,1985,273,1985-09-30,3.00,,,,,,,,,
AL,1985,273,1985-09-30,5.00,,,,,,,,,
AL,1985,273,1985-09-30,7.00,,,,,,,,,83
AL,1985,295,1985-10-22,0.00,,,,,,,,,78
AL,1985,295,1985-10-22,2.00,,,,,,,,,
AL,1985,295,1985-10-22,4.00,,,,,,,,,77
AL,1985,295,1985-10-22,5.00,,,,,,,,,
AL,1985,295,1985-10-22,7.00,,,,,,,,,77
AL,1985,315,1985-11-11,1.00,,,,,,,,,
AL,1985,315,1985-11-11,2.00,,,,,,,,,
AL,1985,315,1985-11-11,4.00,0.31,3.89,9.10,2.71,1.38,0.67,,,77
AL,1985,315,1985-11-11,6.00,,,,,,,,,
AL,1985,315,1985-11-11,7.00,0.30,3.96,9.01,2.78,1.39,0.68,,,77
AL,1986,16,1986-01-16,0.00,,,,,,,,,81
AL,1986,16,1986-01-16,0.50,,,,,,,,,
AL,1986,16,1986-01-16,2.00,,,,,,,,,
AL,1986,16,1986-01-16,3.00,,,,,,,,,
AL,1986,16,1986-01-16,5.00,,,,,,,,,
AL,1986,16,1986-01-16,7.00,,,,,,,,,98
AL,1986,62,1986-03-03,0.50,0.35,4.54,10.78,3.00,1.60,0.67,,,
AL,1986,62,1986-03-03,2.00,,,,,,,,,
AL,1986,62,1986-03-03,4.00,0.39,4.33,11.07,3.11,1.45,0.72,,,88
AL,1986,62,1986-03-03,6.00,,,,,,,,,
AL,1986,62,1986-03-03,7.00,0.36,3.53,13.91,3.73,1.58,0.82,,,106
AL,1986,90,1986-03-31,1.00,,,,,,,,,
AL,1986,90,1986-03-31,3.00,,,,,,,,,
AL,1986,90,1986-03-31,4.00,,,,,,,,,95
AL,1986,90,1986-03-31,6.00,,,,,,,,,
AL,1986,90,1986-03-31,7.00,,,,,,,,,
AL,1986,114,1986-04-24,1.00,,,,,,,,,
AL,1986,114,1986-04-24,2.00,,,,,,,,,
AL,1986,114,1986-04-24,4.00,0.33,3.90,10.09,2.87,1.37,0.69,,,80
AL,1986,114,1986-04-24,5.00,,,,,,,,,
AL,1986,114,1986-04-24,7.00,0.32,3.92,10.14,2.74,1.38,0.69,,,80
AL,1986,128,1986-05-08,0.00,,,,,,,,,
AL,1986,128,1986-05-08,2.00,,,,,,,,,
AL,1986,128,1986-05-08,4.00,,,,,,,,,
AL,1986,128,1986-05-08,6.00,,,,,,,,,
AL,1986,140,1986-05-20,0.00,,,,,,,,,
AL,1986,140,1986-05-20,1.00,,,,,,,,,
AL,1986,140,1986-05-20,3.00,,,,,,,,,
AL,1986,140,1986-05-20,4.00,,,,,,,,,
AL,1986,140,1986-05-20,6.00,,,,,,,,,
AL,1986,153,1986-06-02,0.00,,,,,,,,,
AL,1986,153,1986-06-02,1.00,,,,,,,,,
AL,1986,153,1986-06-02,3.00,,,,,,,,,
AL,1986,153,1986-06-02,5.00,,,,,,,,,
AL,1986,153,1986-06-02,7.00,,,,,,,,,
AL,1986,169,1986-06-18,0.00,,,,,,,,,
AL,1986,169,1986-06-18,2.00,,,,,,,,,
AL,1986,169,1986-06-18,4.00,,,,,,,,,
AL,1986,169,1986-06-18,6.00,,,,,,,,,
AL,1986,169,1986-06-18,7.00,,,,,,,,,
AL,1986,183,1986-07-02,1.00,,,,,,,,,
AL,1986,183,1986-07-02,3.00,,,,,,,,,
AL,1986,183,1986-07-02,5.00,,,,,,,,,
AL,1986,183,1986-07-02,7.00,,,,,,,,,
AL,1986,197,1986-07-16,0.00,,,,,,,,,
AL,1986,197,1986-07-16,1.00,,,,,,,,,
AL,1986,197,1986-07-16,3.00,,,,,,,,,
AL,1986,197,1986-07-16,5.00,,,,,,,,,
AL,1986,197,1986-07-16,6.00,,,,,,,,,
AL,1986,209,1986-07-28,0.00,,,,,,,,,
AL,1986,209,1986-07-28,2.00,,,,,,,,,
AL,1986,209,1986-07-28,4.00,,,,,,,,,
AL,1986,209,1986-07-28,5.00,,,,,,,,,
AL,1986,209,1986-07-28,7.00,,,,,,,,,
AL,1986,225,1986-08-13,0.00,0.56,3.91,10.54,3.18,1.47,0.62,,,84
AL,1986,225,1986-08-13,2.00,,,,,,,,,
AL,1986,225,1986-08-13,4.00,0.29,3.35,10.90,3.23,1.50,0.66,,,
AL,1986,225,1986-08-13,5.00,,,,,,,,,
AL,1986,225,1986-08-13,7.00,0.43,0.96,16.42,3.68,1.55,0.99,,,120
AL,1986,238,1986-08-26,1.00,,,,,,,,,
AL,1986,238,1986-08-26,3.00,,,,,,,,,
AL,1986,238,1986-08-26,5.00,,,,,,,,,
AL,1986,238,1986-08-26,7.00,,,,,,,,,
AL,1986,253,1986-09-10,0.00,,,,,,,,,
AL,1986,253,1986-09-10,1.00,,,,,,,,,
AL,1986,253,1986-09-10,3.00,,,,,,,,,
AL,1986,253,1986-09-10,4.00,,,,,,,,,
AL,1986,253,1986-09-10,6.00,,,,,,,,,
AL,1986,265,1986-09-22,0.00,,,,,,,,,
AL,1986,265,1986-09-22,2.00,,,,,,,,,
AL,1986,265,1986-09-22,4.00,,,,,,,,,
AL,1986,265,1986-09-22,5.00,,,,,,,,,
AL,1986,265,1986-09-22,7.00,,,,,,,,,
AL,1986,282,1986-10-09,1.00,,,,,,,,,
AL,1986,282,1986-10-09,3.00,,,,,,,,,
AL,1986,282,1986-10-09,4.00,,,,,,,,,
AL,1986,282,1986-10-09,6.00,,,,,,,,,
AL,1986,282,1986-10-09,7.00,,,,,,,,,
AL,1986,295,1986-10-22,1.00,,,,,,,,,
AL,1986,295,1986-10-22,2.00,,,,,,,,,
AL,1986,295,1986-10-22,4.00,,,,,,,,,
AL,1986,295,1986-10-22,6.00,,,,,,,,,
AL,1986,307,1986-11-03,0.00,0.29,3.13,10.85,3.08,1.55,0.66,,,85
AL,1986,307,1986-11-03,2.00,,,,,,,,,
AL,1986,307,1986-11-03,4.00,0.29,3.13,10.86,3.17,1.54,0.70,,,85
AL,1986,307,1986-11-03,5.00,,,,,,,,,
AL,1986,307,1986-11-03,6.00,,,,,,,,,
AL,1987,20,1987-01-20,0.00,,,,,,,,,
AL,1987,20,1987-01-20,1.00,,,,,,,,,
AL,1987,20,1987-01-20,3.00,,,,,,,,,
AL,1987,20,1987-01-20,4.00,,,,,,,0.10,0.05,
AL,1987,20,1987-01-20,6.00,,,,,,,,,
AL,1987,55,1987-02-24,0.00,,,,,,,,,99
AL,1987,55,1987-02-24,1.00,,,,,,,,,
AL,1987,55,1987-02-24,3.00,,,,,,,,,
AL,1987,55,1987-02-24,5.00,,,,,,,,,
AL,1987,55,1987-02-24,6.00,,,,,,,,,
AL,1987,78,1987-03-19,0.00,,,,,,,,,
AL,1987,78,1987-03-19,2.00,,,,,,,,,
AL,1987,78,1987-03-19,4.00,,,,,,,0.69,0.22,
AL,1987,78,1987-03-19,5.00,,,,,,,,,
AL,1987,78,1987-03-19,7.00,,,,,,,1.18,0.27,
AL,1987,105,1987-04-15,1.00,,,,,,,,,
AL,1987,105,1987-04-15,3.00,,,,,,,,,
AL,1987,105,1987-04-15,5.00,,,,,,,,,
AL,1987,105,1987-04-15,7.00,0.38,3.38,10.64,3.28,1.58,0.72,0.51,0.06,84
AL,1987,124,1987-05-04,0.00,,,,,,,,,
AL,1987,124,1987-05-04,2.00,,,,,,,,,
AL,1987,124,1987-05-04,4.00,,,,,,,,,
AL,1987,124,1987-05-04,5.00,,,,,,,,,
AL,1987,124,1987-05-04,7.00,,,,,,,,,
AL,1987,138,1987-05-18,1.00,,,,,,,,,
AL,1987,138,1987-05-18,3.00,,,,,,,,,
AL,1987,138,1987-05-18,4.00,,,,,,,,,
AL,1987,138,1987-05-18,6.00,,,,,,,0.27,0.00,
AL,1987,152,1987-06-01,0.00,,,,,,,,,
AL,1987,152,1987-06-01,1.00,,,,,,,,,
