STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-01,0,0.1,7.9,4,8,0
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-02,0,0.2,7.1,8,11,-10
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-03,0,0,7.1,-1,20,-14
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-04,0,0,5.9,24,33,15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-05,0,0,5.9,11,15,-9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-06,0,0,5.9,-11,-9,-18
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-07,0,0,5.9,-9,2,-15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-08,0,0,5.9,-2,10,-12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-09,0,0,5.9,-2,23,-16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-10,0.16,0,5.9,26,36,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-11,0,0,5.1,34,36,28
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-12,0,0,5.1,31,41,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-13,0,0,5.1,38,41,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-14,0.09,3,5.1,29,35,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-15,0,0,5.1,15,19,10
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-16,0.08,1.2,5.1,23,34,12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-17,0,0.4,5.1,15,19,5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-18,0.03,0.7,5.9,11,17,1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-19,0,0,5.9,18,34,9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-20,0,0.8,5.9,26,35,6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-21,0,0,5.9,3,6,-5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-22,0.01,0.7,5.1,4,12,-2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-23,0,0,5.1,0,6,-8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-24,0.03,0.3,5.1,5,32,-8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-25,0,0,5,20,33,5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-26,0.18,3.9,7.9,11,25,3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-27,0,0,7.9,0,3,-11
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-28,0,0,7.9,-7,2,-14
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-29,0,0,7.9,4,23,-3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-30,0.07,1.1,5.9,24,31,15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01-31,0,0,5.9,13,15,2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-01,0.16,2.5,7.1,10,21,6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-02,0,0,7.9,12,16,-9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-03,0,0,7.9,2,18,-12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-04,0,0,7.1,9,18,-1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-05,0.03,0.7,7.1,16,18,3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-06,0,0,7.1,3,7,-5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-07,0,0,7.1,2,12,-3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-08,0.06,1.2,7.1,4,14,-10
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-09,0,0,7.9,9,19,-4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-10,0,0,7.9,1,9,-12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-11,0,0,7.9,-1,11,-15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-12,0.05,0.8,7.9,8,19,1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-13,0.08,1.1,7.9,19,31,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-14,0,0,9.1,17,22,7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-15,0.02,0.4,7.9,9,18,-7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-16,0,0,7.9,17,21,11
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-17,0.27,4.3,7.9,20,25,17
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-18,0,0,11,27,43,11
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-19,0,0,9.1,37,45,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-20,0.49,0,7.9,35,42,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-21,0,0,5.9,27,36,19
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-22,0,0,5.9,21,28,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-23,0,0,5.9,16,25,8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-24,0,0,5.9,14,23,7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-25,0,0,5.9,13,15,1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-26,0.01,0.2,5.1,3,16,-5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-27,0.01,0.1,5.1,6,10,-8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02-28,0.06,0.7,5.1,4,23,-9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-01,0.07,1.5,5.9,15,19,5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-02,0,0,7.9,4,7,-3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-03,0,0,7.9,2,16,-8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-04,0.22,2.6,9.1,14,21,9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-05,0.15,2.2,11,17,20,0
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-06,0,0,9.8,10,26,-5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-07,0,0,9.1,28,43,17
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-08,0,0,7.1,32,34,19
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-09,0,0,5.9,26,40,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-10,0,0,5.9,44,57,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-11,0.04,0,3.9,41,44,34
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-12,0,0.3,3.1,30,34,14
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-13,0,0,3.1,23,40,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-14,0,0,2,42,50,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-15,0,0,2,34,37,24
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-16,0,0,1.2,22,26,11
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-17,0,0,1.2,22,37,12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-18,0.12,0,0,35,47,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-19,0.11,0,0,36,40,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-20,0,0,0,36,45,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-21,0,0,0,35,50,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-22,0,0,0,36,38,19
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-23,0,0,0,21,30,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-24,0.05,1.4,0,24,36,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-25,0.03,0.2,2,23,26,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-26,0,0,0,22,39,9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-27,0.44,0,0,38,47,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-28,0.03,0,0,39,40,31
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-29,0,0,0,37,46,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-30,0,0,0,39,57,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03-31,0,0,0,52,65,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-01,0,0,0,41,50,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-02,0,0,0,36,51,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-03,0,0,0,38,39,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-04,0.14,0,0,36,39,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-05,0,0,0,38,52,24
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-06,0,0,0,45,59,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-07,0.13,0,0,50,63,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-08,0,0,0,49,60,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-09,0,0,0,47,64,28
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-10,0,0,0,56,64,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-11,0,0,0,51,69,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-12,0.07,0,0,52,62,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-13,2.63,0,0,49,53,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-14,0.38,1,1.2,37,42,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-15,0,0,0,28,37,18
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-16,0,0,0,37,52,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-17,0,0,0,47,56,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-18,0,0,0,41,56,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-19,0,0,0,46,67,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-20,0.01,0,0,61,78,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-21,0.05,0,0,61,70,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-22,0,0,0,52,59,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-23,0.14,0,0,44,57,29
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-24,0.39,0,0,44,57,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-25,0.02,0,0,53,68,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-26,0,0,0,48,54,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-27,0.25,0,0,44,53,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-28,0.68,0,0,45,50,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-29,0.23,0,0,45,51,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04-30,0.01,0,0,47,49,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-01,0.03,0,0,44,51,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-02,0.02,0,0,48,55,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-03,0,0,0,53,64,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-04,0,0,0,53,60,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-05,0,0,0,50,60,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-06,0,0,0,51,64,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-07,0.01,0,0,54,62,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-08,0,0,0,65,83,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-09,0.01,0,0,66,71,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-10,0,0,0,58,74,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-11,0.16,0,0,66,77,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-12,1.11,0,0,69,77,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-13,0.02,0,0,60,65,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-14,0,0,0,51,58,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-15,0.08,0,0,49,57,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-16,0,0,0,46,51,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-17,0,0,0,50,62,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-18,0,0,0,59,71,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-19,0.13,0,0,58,66,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-20,0.01,0,0,69,86,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-21,0,0,0,72,84,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-22,0,0,0,63,73,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-23,0,0,0,61,72,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-24,0,0,0,62,76,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-25,0,0,0,66,83,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-26,0.43,0,0,75,84,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-27,1.46,0,0,73,85,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-28,0,0,0,65,74,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-29,0,0,0,65,81,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-30,0,0,0,69,83,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05-31,0,0,0,72,87,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-01,1.87,0,0,78,88,69
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-02,0.84,0,0,73,80,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-03,0,0,0,71,77,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-04,0.08,0,0,67,72,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-05,0,0,0,65,78,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-06,0,0,0,72,82,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-07,0.12,0,0,71,80,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-08,0,0,0,64,74,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-09,0,0,0,63,78,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-10,0,0,0,65,70,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-11,0.02,0,0,65,74,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-12,0,0,0,65,75,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-13,0,0,0,63,75,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-14,0,0,0,65,80,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-15,0,0,0,72,84,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-16,0.83,0,0,76,87,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-17,0.22,0,0,76,85,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-18,0.71,0,0,75,79,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-19,0.66,0,0,69,75,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-20,1.34,0,0,72,83,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-21,0.03,0,0,71,82,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-22,0.07,0,0,72,81,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-23,0.01,0,0,73,83,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-24,0,0,0,75,85,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-25,0,0,0,71,76,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-26,0,0,0,69,81,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-27,0,0,0,75,88,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-28,0,0,0,79,87,71
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-29,1.4,0,0,76,84,67
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06-30,1.35,0,0,76,86,67
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-01,0,0,0,71,79,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-02,0.01,0,0,64,69,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-03,0,0,0,64,76,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-04,0,0,0,68,80,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-05,0,0,0,69,77,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-06,0,0,0,72,82,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-07,0.3,0,0,78,84,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-08,0.04,0,0,73,79,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-09,0,0,0,67,76,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-10,0,0,0,67,81,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-11,0,0,0,72,77,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-12,0.44,0,0,74,79,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-13,0,0,0,72,83,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-14,0.07,0,0,67,76,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-15,0.17,0,0,60,67,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-16,0,0,0,61,74,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-17,0,0,0,64,78,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-18,0,0,0,68,80,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-19,0,0,0,72,80,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-20,0,0,0,72,82,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-21,0,0,0,76,87,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-22,0,0,0,81,93,71
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-23,0,0,0,73,80,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-24,0,0,0,66,79,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-25,0.02,0,0,68,73,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-26,0,0,0,72,81,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-27,0.03,0,0,73,79,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-28,0,0,0,65,76,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-29,0,0,0,69,81,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-30,0,0,0,66,78,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07-31,0,0,0,71,83,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-01,0.74,0,0,71,86,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-02,0,0,0,69,85,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-03,0,0,0,74,85,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-04,1.74,0,0,71,81,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-05,0,0,0,69,80,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-06,0,0,0,69,81,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-07,0,0,0,69,82,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-08,0,0,0,69,82,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-09,0,0,0,70,81,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-10,0,0,0,69,82,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-11,0.21,0,0,71,83,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-12,0,0,0,66,75,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-13,0,0,0,68,82,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-14,0,0,0,63,73,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-15,0,0,0,63,79,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-16,0,0,0,73,85,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-17,0,0,0,71,79,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-18,0,0,0,70,84,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-19,0.58,0,0,74,82,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-20,0,0,0,73,85,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-21,0.61,0,0,72,78,67
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-22,0,0,0,78,91,72
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-23,0.03,0,0,77,79,72
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-24,0,0,0,77,87,71
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-25,1.31,0,0,76,79,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-26,0,0,0,72,78,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-27,0,0,0,68,77,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-28,0,0,0,67,75,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-29,0.01,0,0,72,85,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-30,0.2,0,0,75,81,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08-31,0,0,0,72,85,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-01,0.07,0,0,74,78,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-02,0,0,0,68,79,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-03,0,0,0,69,82,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-04,0.8,0,0,75,84,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-05,0,0,0,76,80,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-06,0,0,0,63,75,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-07,0,0,0,64,79,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-08,0,0,0,65,76,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-09,0.07,0,0,69,79,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-10,0.4,0,0,69,75,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-11,0,0,0,50,54,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-12,0.17,0,0,46,47,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-13,0,0,0,46,58,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-14,0,0,0,51,66,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-15,0.17,0,0,56,59,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-16,0,0,0,51,66,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09-17,0,0,0,53,70,39
