STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-17,0.1,0,1.2,37,54,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-18,0,0,0,38,43,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-19,0,0,0,35,52,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-20,0,0,0,48,60,34
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-21,0,0,0,40,48,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-22,0,0,0,29,39,17
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-23,0.72,0,0,34,45,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-24,0,0,0,47,61,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-25,0.13,0,0,38,39,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-26,0.21,0,0,41,46,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-27,0,0,0,43,48,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-28,0,0,0,46,57,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-29,0.2,0,0,41,48,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-30,0.53,0,0,38,40,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-03-31,0,0,0,38,47,31
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-01,0,0,0,42,60,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-02,0.04,0,0,47,53,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-03,0.33,0,0,47,52,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-04,0.36,0,0,47,57,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-05,0.14,0,0,43,46,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-06,0,0,0,43,53,34
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-07,0,0,0,44,56,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-08,0,0,0,51,69,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-09,0,0,0,63,74,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-10,0.01,0,0,66,72,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-11,0.01,0,0,41,45,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-12,0.01,0,0,44,60,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-13,0.38,0,0,48,58,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-14,0.39,0,0,51,64,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-15,0.85,0,0,63,76,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-16,0.04,0,0,63,69,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-17,0,0,0,56,70,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-18,0,0,0,52,70,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-19,0.02,0,0,59,61,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-20,0.4,0,0,49,57,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-21,0,0,0,47,59,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-22,0,0,0,49,64,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-23,0,0,0,54,72,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-24,0,0,0,53,72,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-25,0,0,0,64,74,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-26,0.78,0,0,63,65,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-27,0.87,0,0,44,47,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-28,0.08,0,0,41,49,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-29,0.09,0,0,44,45,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-04-30,0.5,0,0,40,44,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-01,0.36,0,0,44,52,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-02,0.01,0,0,42,51,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-03,0,0,0,47,60,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-04,0,0,0,50,65,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-05,0.19,0,0,53,67,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-06,0.02,0,0,53,63,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-07,0,0,0,49,61,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-08,0.02,0,0,47,62,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-09,0.2,0,0,49,58,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-10,0.08,0,0,55,66,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-11,0,0,0,57,71,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-12,0,0,0,61,71,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-13,0,0,0,64,80,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-14,0,0,0,62,73,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-15,0.21,0,0,61,79,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-16,0,0,0,69,85,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-17,0.43,0,0,75,82,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-18,0.02,0,0,65,70,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-19,0.02,0,0,48,51,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-20,0.56,0,0,47,54,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-21,0.01,0,0,53,56,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-22,0.08,0,0,53,66,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-23,0.09,0,0,59,64,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-24,0.01,0,0,53,56,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-25,0,0,0,58,72,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-26,0.09,0,0,61,69,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-27,0,0,0,60,76,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-28,0.37,0,0,65,75,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-29,0.06,0,0,63,68,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-30,0,0,0,59,68,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-05-31,0,0,0,60,72,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-01,0,0,0,62,78,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-02,0,0,0,66,82,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-03,0.01,0,0,73,87,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-04,0,0,0,78,87,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-05,0,0,0,68,74,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-06,0,0,0,64,77,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-07,0,0,0,65,78,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-08,0,0,0,69,80,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-09,0,0,0,71,85,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-10,0,0,0,76,87,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-11,0,0,0,81,91,74
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-12,0.36,0,0,83,91,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-13,1.57,0,0,72,82,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-14,0.38,0,0,76,89,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-15,0,0,0,76,87,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-16,0.65,0,0,77,86,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-17,0.2,0,0,74,82,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-18,0.03,0,0,70,75,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-19,0.15,0,0,65,72,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-20,0.03,0,0,62,71,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-21,0,0,0,64,78,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-22,0.83,0,0,72,79,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-23,0.83,0,0,71,79,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-24,0.04,0,0,64,69,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-25,0.1,0,0,57,66,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-26,0,0,0,58,65,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-27,0,0,0,61,75,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-28,1.31,0,0,66,73,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-29,0,0,0,71,78,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-06-30,0.24,0,0,70,80,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-01,0,0,0,70,78,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-02,0.03,0,0,70,82,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-03,0,0,0,71,80,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-04,0,0,0,69,83,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-05,0.05,0,0,73,86,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-06,1.52,0,0,75,88,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-07,0.01,0,0,76,84,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-08,0,0,0,67,78,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-09,0,0,0,73,82,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-10,0.55,0,0,74,85,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-11,0,0,0,76,85,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-12,0.7,0,0,75,84,67
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-13,0,0,0,76,81,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-14,0,0,0,64,71,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-15,0.34,0,0,67,81,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-16,0,0,0,73,77,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-17,0,0,0,67,80,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-18,0,0,0,72,86,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-19,0.8,0,0,77,83,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-20,0.67,0,0,75,87,67
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-21,1.66,0,0,74,80,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-22,0,0,0,72,83,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-23,0,0,0,75,83,63
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-24,0,0,0,68,77,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-25,0,0,0,66,78,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-26,0.19,0,0,73,79,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-27,0,0,0,74,83,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-28,0,0,0,69,79,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-29,0,0,0,68,79,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-30,0,0,0,67,81,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-07-31,0,0,0,72,82,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-01,0,0,0,72,83,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-02,0,0,0,73,85,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-03,0.43,0,0,69,76,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-04,0.03,0,0,60,71,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-05,0,0,0,66,77,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-06,0,0,0,67,76,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-07,0,0,0,67,77,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-08,0,0,0,67,80,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-09,0,0,0,69,79,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-10,1.04,0,0,72,82,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-11,0,0,0,66,73,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-12,0,0,0,64,77,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-13,0,0,0,64,75,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-14,0,0,0,67,78,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-15,0,0,0,68,77,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-16,1.68,0,0,70,85,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-17,0.16,0,0,73,77,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-18,0,0,0,69,77,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-19,0,0,0,69,81,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-20,0,0,0,70,79,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-21,0,0,0,71,81,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-22,0,0,0,71,75,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-23,0,0,0,64,74,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-24,0,0,0,61,71,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-25,0,0,0,58,72,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-26,0.01,0,0,62,70,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-27,0.16,0,0,64,71,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-28,0,0,0,68,76,59
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-29,0,0,0,66,76,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-30,0.34,0,0,66,80,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-08-31,0,0,0,63,71,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-01,0,0,0,59,69,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-02,0.07,0,0,56,67,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-03,0,0,0,63,81,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-04,0,0,0,71,74,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-05,0.02,0,0,58,63,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-06,0,0,0,53,64,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-07,0.01,0,0,56,66,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-08,0.04,0,0,57,64,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-09,0,0,0,57,72,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-10,0,0,0,58,71,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-11,0,0,0,59,76,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-12,0,0,0,63,81,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-13,0,0,0,66,82,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-14,0,0,0,66,82,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-15,0,0,0,74,87,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-16,0,0,0,75,87,66
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-17,0.02,0,0,71,74,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-18,0,0,0,60,77,46
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-19,0,0,0,67,81,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-20,0.39,0,0,73,91,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-21,0,0,0,76,84,68
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-22,0,0,0,79,91,70
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-23,0,0,0,79,92,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-24,0,0,0,78,89,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-25,0,0,0,76,90,62
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-26,0,0,0,71,80,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-27,0,0,0,61,64,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-28,0,0,0,56,72,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-29,0,0,0,61,68,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-09-30,0,0,0,53,68,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-01,0,0,0,57,70,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-02,0,0,0,66,80,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-03,0.32,0,0,72,79,65
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-04,0.35,0,0,66,70,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-05,0.32,0,0,53,66,43
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-06,0.39,0,0,58,67,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-07,0.32,0,0,67,70,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-08,0,0,0,63,76,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-09,0,0,0,59,70,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-10,0.42,0,0,53,57,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-11,0.1,0,0,52,59,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-12,0.01,0,0,55,58,53
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-13,0.21,0,0,57,61,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-14,0.32,0,0,58,67,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-15,0.01,0,0,56,67,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-16,0,0,0,49,60,37
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-17,0,0,0,58,70,52
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-18,0,0,0,59,71,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-19,0,0,0,58,68,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-20,0,0,0,61,76,51
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-21,0,0,0,66,76,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-22,0.21,0,0,61,68,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-23,0.23,0,0,49,57,41
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-24,0.34,0,0,46,47,40
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-25,0,0,0,42,52,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-26,0,0,0,46,60,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-27,0,0,0,41,43,34
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-28,0.01,0,0,36,40,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-29,0,0,0,36,46,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-30,0,0,0,40,42,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-10-31,0,0,0,34,37,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-01,0.08,0,0,35,43,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-02,0.01,0,0,43,50,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-03,0,0,0,40,44,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-04,0.26,0,0,41,45,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-05,0,0,0,45,52,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-06,0,0,0,33,40,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-07,0,0,0,35,42,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-08,0,0,0,32,44,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-09,0,0,0,35,41,14
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-10,0,0,0,18,28,9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-11,0,0,0,29,35,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-12,0,0,0,35,39,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-13,0,0,0,30,42,20
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-14,0,0,0,37,46,31
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-15,0.1,0,0,45,50,32
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-16,0,0,0,33,37,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-17,0.13,0,0,35,40,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-18,0.1,0.3,0,37,39,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-19,0,0,0,29,34,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-20,0,0,0,37,50,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-21,0,0,0,41,47,21
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-22,0,0,0,24,32,15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-23,0,0,0,34,44,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-24,0,0,0,45,64,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-25,0,0,0,45,48,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-26,0,0,0,33,50,19
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-27,0,0,0,40,55,25
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-28,0,0,0,52,58,38
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-29,0,0,0,38,43,24
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-11-30,0,0,0,41,51,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12-01,0,0,0,35,47,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12-02,0,0,0,41,52,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12-03,0,0,0,35,51,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12-04,0.47,0,0,52,61,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2017-12-05,0,0,0,36,39,22
