sampledate,sampletime,depth,wtemp,do_sat,do_raw,sp_cond,ph,chlor_rfu,phyco_rfu,fdom_rfu,turb_fnu
4/24/2020,12:55:00,20,6.66,102,12.47,564.02,,2.34,0.86,10.98,1.33
4/24/2020,12:57:10,19,6.66,102.64,12.55,564.02,,2.44,0.8,11.01,1.29
4/24/2020,12:59:05,18,6.73,104.1,12.7,564.24,,2.69,0.88,10.99,1.36
4/24/2020,13:01:00,17,6.79,104.98,12.79,564.26,,2.94,0.92,10.98,1.39
4/24/2020,13:03:05,16,6.8,105.4,12.84,564.3,,2.91,0.86,10.96,1.38
4/24/2020,13:05:05,15,6.8,105.5,12.84,564.3,,3.14,0.9,10.96,1.37
4/24/2020,13:07:05,14,6.8,105.6,12.86,564.3,,2.93,0.86,10.97,1.42
4/24/2020,13:09:05,13,6.8,105.86,12.89,564.24,,2.97,0.94,10.97,1.47
4/24/2020,13:11:05,12,6.81,106,12.91,564.2,,3.08,0.93,10.98,1.46
4/24/2020,13:13:05,11,6.81,106.16,12.93,564.2,,3.13,0.95,10.98,1.39
4/24/2020,13:15:05,10,6.82,106.4,12.95,564.2,,2.86,0.86,10.97,1.44
4/24/2020,13:17:05,9,6.82,106.46,12.96,564.18,,3.03,0.92,10.97,1.39
4/24/2020,13:19:05,8,6.82,106.62,12.98,564.12,,2.73,0.82,10.97,1.44
4/24/2020,13:21:05,7,6.83,106.8,13,564.1,,2.82,0.85,10.97,1.46
4/24/2020,13:23:05,6,6.83,106.9,13.01,564.1,,2.82,0.85,10.97,1.45
4/24/2020,13:25:05,5,6.83,107.2,13.04,564,,2.85,0.87,10.97,1.4
4/24/2020,13:27:05,4,6.89,109.24,13.28,563.6,,2.7,0.84,10.94,1.4
4/24/2020,13:29:05,3,6.94,111,13.47,563.2,,2.55,0.83,10.93,1.48
4/24/2020,13:31:05,2,7.01,112.2,13.59,562.9,,2.7,0.9,10.86,1.46
4/24/2020,13:33:05,1,7.19,112.82,13.61,562.88,,2.4,0.89,10.78,1.37
4/24/2020,13:35:10,0,7.31,112.9,13.58,562.8,,1.31,0.66,10.75,1.33
